areaCode,areaName,areaType,date,age,VaccineRegisterPopulationByVaccinationDate,cumPeopleVaccinatedCompleteByVaccinationDate,newPeopleVaccinatedCompleteByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumPeopleVaccinatedThirdInjectionByVaccinationDate,newPeopleVaccinatedThirdInjectionByVaccinationDate,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage,cumVaccinationThirdInjectionUptakeByVaccinationDatePercentage,cumVaccinationCompleteCoverageByVaccinationDatePercentage
E92000001,England,nation,2021/12/29,45_49,4000916,3191556,1096,3298023,916,3191556,1096,2260990,38723,82.4,79.8,56.5,79.8
E92000001,England,nation,2021/12/29,50_54,4250390,3603354,786,3690081,655,3603354,786,2894895,25063,86.8,84.8,68.1,84.8
E92000001,England,nation,2021/12/29,55_59,4121728,3606268,599,3675008,481,3606268,599,3050200,19526,89.2,87.5,74,87.5
E92000001,England,nation,2021/12/29,60_64,3506987,3137857,417,3186394,375,3137857,417,2783422,10632,90.9,89.5,79.4,89.5
E92000001,England,nation,2021/12/29,65_69,2915275,2666966,192,2698980,235,2666966,192,2477404,4587,92.6,91.5,85,91.5
E92000001,England,nation,2021/12/29,70_74,2850235,2675237,96,2698534,179,2675237,96,2551396,2447,94.7,93.9,89.5,93.9
E92000001,England,nation,2021/12/29,75_79,2139023,2033497,69,2048673,105,2033497,69,1952527,1557,95.8,95.1,91.3,95.1
E92000001,England,nation,2021/12/29,80_84,1416124,1348361,44,1357795,42,1348361,44,1285416,1002,95.9,95.2,90.8,95.2
E92000001,England,nation,2021/12/29,85_89,862110,820603,27,826517,28,820603,27,775204,749,95.9,95.2,89.9,95.2
E92000001,England,nation,2021/12/29,90+,471630,440882,17,444504,13,440882,17,411326,569,94.2,93.5,87.2,93.5
E92000001,England,nation,2021/12/28,12_15,2888279,62336,7445,1404609,5820,62336,7445,445,20,48.6,2.2,0,2.2
E92000001,England,nation,2021/12/28,16_17,1376450,535917,6031,876108,1960,535917,6031,35886,1042,63.6,38.9,2.6,38.9
E92000001,England,nation,2021/12/28,18_24,5416136,3297262,4013,3742706,3719,3297262,4013,1185358,48015,69.1,60.9,21.9,60.9
E92000001,England,nation,2021/12/28,25_29,4559729,2755516,2103,3037946,2266,2755516,2103,1137623,32671,66.6,60.4,24.9,60.4
E92000001,England,nation,2021/12/28,30_34,4854858,3079429,1781,3334624,1863,3079429,1781,1470254,33878,68.7,63.4,30.3,63.4
E92000001,England,nation,2021/12/28,35_39,4602178,3135483,1365,3329551,1335,3135483,1365,1695299,36054,72.3,68.1,36.8,68.1
E92000001,England,nation,2021/12/28,40_44,4219362,3117923,961,3260878,782,3117923,961,1958256,28277,77.3,73.9,46.4,73.9
E92000001,England,nation,2021/12/28,45_49,4000916,3190460,688,3297107,557,3190460,688,2222267,26846,82.4,79.7,55.5,79.7
E92000001,England,nation,2021/12/28,50_54,4250390,3602568,487,3689426,398,3602568,487,2869832,17113,86.8,84.8,67.5,84.8
E92000001,England,nation,2021/12/28,55_59,4121728,3605669,352,3674527,344,3605669,352,3030674,13243,89.2,87.5,73.5,87.5
E92000001,England,nation,2021/12/28,60_64,3506987,3137440,252,3186019,210,3137440,252,2772790,7417,90.8,89.5,79.1,89.5
E92000001,England,nation,2021/12/28,65_69,2915275,2666774,117,2698745,140,2666774,117,2472817,3229,92.6,91.5,84.8,91.5
E92000001,England,nation,2021/12/28,70_74,2850235,2675141,69,2698355,104,2675141,69,2548949,1671,94.7,93.9,89.4,93.9
E92000001,England,nation,2021/12/28,75_79,2139023,2033428,29,2048568,51,2033428,29,1950970,949,95.8,95.1,91.2,95.1
E92000001,England,nation,2021/12/28,80_84,1416124,1348317,25,1357753,34,1348317,25,1284414,565,95.9,95.2,90.7,95.2
E92000001,England,nation,2021/12/28,85_89,862110,820576,10,826489,16,820576,10,774455,410,95.9,95.2,89.8,95.2
E92000001,England,nation,2021/12/28,90+,471630,440865,7,444491,6,440865,7,410757,224,94.2,93.5,87.1,93.5
E92000001,England,nation,2021/12/27,12_15,2888279,54891,4465,1398789,3521,54891,4465,425,17,48.4,1.9,0,1.9
E92000001,England,nation,2021/12/27,16_17,1376450,529886,4283,874148,1434,529886,4283,34844,834,63.5,38.5,2.5,38.5
E92000001,England,nation,2021/12/27,18_24,5416136,3293249,3089,3738987,3072,3293249,3089,1137343,40934,69,60.8,21,60.8
E92000001,England,nation,2021/12/27,25_29,4559729,2753413,1633,3035680,1804,2753413,1633,1104952,27518,66.6,60.4,24.2,60.4
E92000001,England,nation,2021/12/27,30_34,4854858,3077648,1421,3332761,1473,3077648,1421,1436376,28555,68.6,63.4,29.6,63.4
E92000001,England,nation,2021/12/27,35_39,4602178,3134118,1066,3328216,1090,3134118,1066,1659245,29932,72.3,68.1,36.1,68.1
E92000001,England,nation,2021/12/27,40_44,4219362,3116962,714,3260096,725,3116962,714,1929979,23476,77.3,73.9,45.7,73.9
E92000001,England,nation,2021/12/27,45_49,4000916,3189772,510,3296550,497,3189772,510,2195421,22131,82.4,79.7,54.9,79.7
E92000001,England,nation,2021/12/27,50_54,4250390,3602081,385,3689028,386,3602081,385,2852719,13046,86.8,84.7,67.1,84.7
E92000001,England,nation,2021/12/27,55_59,4121728,3605317,267,3674183,317,3605317,267,3017431,9590,89.1,87.5,73.2,87.5
E92000001,England,nation,2021/12/27,60_64,3506987,3137188,201,3185809,206,3137188,201,2765373,5351,90.8,89.5,78.9,89.5
E92000001,England,nation,2021/12/27,65_69,2915275,2666657,92,2698605,151,2666657,92,2469588,2196,92.6,91.5,84.7,91.5
E92000001,England,nation,2021/12/27,70_74,2850235,2675072,48,2698251,89,2675072,48,2547278,1106,94.7,93.9,89.4,93.9
E92000001,England,nation,2021/12/27,75_79,2139023,2033399,22,2048517,50,2033399,22,1950021,667,95.8,95.1,91.2,95.1
E92000001,England,nation,2021/12/27,80_84,1416124,1348292,9,1357719,22,1348292,9,1283849,410,95.9,95.2,90.7,95.2
E92000001,England,nation,2021/12/27,85_89,862110,820566,6,826473,6,820566,6,774045,241,95.9,95.2,89.8,95.2
E92000001,England,nation,2021/12/27,90+,471630,440858,6,444485,3,440858,6,410533,184,94.2,93.5,87,93.5
E92000001,England,nation,2021/12/26,12_15,2888279,50426,238,1395268,174,50426,238,408,0,48.3,1.7,0,1.7
E92000001,England,nation,2021/12/26,16_17,1376450,525603,392,872714,132,525603,392,34010,52,63.4,38.2,2.5,38.2
E92000001,England,nation,2021/12/26,18_24,5416136,3290160,361,3735915,376,3290160,361,1096409,3228,69,60.7,20.2,60.7
E92000001,England,nation,2021/12/26,25_29,4559729,2751780,177,3033876,250,2751780,177,1077434,2308,66.5,60.3,23.6,60.3
E92000001,England,nation,2021/12/26,30_34,4854858,3076227,185,3331288,160,3076227,185,1407821,2339,68.6,63.4,29,63.4
E92000001,England,nation,2021/12/26,35_39,4602178,3133052,148,3327126,136,3133052,148,1629313,2474,72.3,68.1,35.4,68.1
E92000001,England,nation,2021/12/26,40_44,4219362,3116248,98,3259371,78,3116248,98,1906503,1917,77.2,73.9,45.2,73.9
E92000001,England,nation,2021/12/26,45_49,4000916,3189262,65,3296053,65,3189262,65,2173290,1835,82.4,79.7,54.3,79.7
E92000001,England,nation,2021/12/26,50_54,4250390,3601696,40,3688642,41,3601696,40,2839673,1131,86.8,84.7,66.8,84.7
E92000001,England,nation,2021/12/26,55_59,4121728,3605050,28,3673866,37,3605050,28,3007841,865,89.1,87.5,73,87.5
E92000001,England,nation,2021/12/26,60_64,3506987,3136987,24,3185603,30,3136987,24,2760022,510,90.8,89.4,78.7,89.4
E92000001,England,nation,2021/12/26,65_69,2915275,2666565,11,2698454,26,2666565,11,2467392,223,92.6,91.5,84.6,91.5
E92000001,England,nation,2021/12/26,70_74,2850235,2675024,7,2698162,9,2675024,7,2546172,111,94.7,93.9,89.3,93.9
E92000001,England,nation,2021/12/26,75_79,2139023,2033377,1,2048467,7,2033377,1,1949354,60,95.8,95.1,91.1,95.1
E92000001,England,nation,2021/12/26,80_84,1416124,1348283,3,1357697,7,1348283,3,1283439,38,95.9,95.2,90.6,95.2
E92000001,England,nation,2021/12/26,85_89,862110,820560,0,826467,5,820560,0,773804,40,95.9,95.2,89.8,95.2
E92000001,England,nation,2021/12/26,90+,471630,440852,1,444482,1,440852,1,410349,22,94.2,93.5,87,93.5
E92000001,England,nation,2021/12/25,12_15,2888279,50188,19,1395094,45,50188,19,408,0,48.3,1.7,0,1.7
E92000001,England,nation,2021/12/25,16_17,1376450,525211,58,872582,32,525211,58,33958,7,63.4,38.2,2.5,38.2
E92000001,England,nation,2021/12/25,18_24,5416136,3289799,107,3735539,127,3289799,107,1093181,609,69,60.7,20.2,60.7
E92000001,England,nation,2021/12/25,25_29,4559729,2751603,60,3033626,81,2751603,60,1075126,513,66.5,60.3,23.6,60.3
E92000001,England,nation,2021/12/25,30_34,4854858,3076042,58,3331128,64,3076042,58,1405482,627,68.6,63.4,29,63.4
E92000001,England,nation,2021/12/25,35_39,4602178,3132904,47,3326990,40,3132904,47,1626839,645,72.3,68.1,35.3,68.1
E92000001,England,nation,2021/12/25,40_44,4219362,3116150,43,3259293,25,3116150,43,1904586,547,77.2,73.9,45.1,73.9
E92000001,England,nation,2021/12/25,45_49,4000916,3189197,28,3295988,22,3189197,28,2171455,517,82.4,79.7,54.3,79.7
E92000001,England,nation,2021/12/25,50_54,4250390,3601656,13,3688601,14,3601656,13,2838542,301,86.8,84.7,66.8,84.7
E92000001,England,nation,2021/12/25,55_59,4121728,3605022,6,3673829,11,3605022,6,3006976,226,89.1,87.5,73,87.5
E92000001,England,nation,2021/12/25,60_64,3506987,3136963,8,3185573,9,3136963,8,2759512,117,90.8,89.4,78.7,89.4
E92000001,England,nation,2021/12/25,65_69,2915275,2666554,2,2698428,5,2666554,2,2467169,61,92.6,91.5,84.6,91.5
E92000001,England,nation,2021/12/25,70_74,2850235,2675017,2,2698153,3,2675017,2,2546061,32,94.7,93.9,89.3,93.9
E92000001,England,nation,2021/12/25,75_79,2139023,2033376,1,2048460,1,2033376,1,1949294,15,95.8,95.1,91.1,95.1
E92000001,England,nation,2021/12/25,80_84,1416124,1348280,0,1357690,2,1348280,0,1283401,14,95.9,95.2,90.6,95.2
E92000001,England,nation,2021/12/25,85_89,862110,820560,0,826462,0,820560,0,773764,5,95.9,95.2,89.8,95.2
E92000001,England,nation,2021/12/25,90+,471630,440851,0,444481,0,440851,0,410327,1,94.2,93.5,87,93.5
E92000001,England,nation,2021/12/24,12_15,2888279,50169,1568,1395049,1186,50169,1568,408,10,48.3,1.7,0,1.7
E92000001,England,nation,2021/12/24,16_17,1376450,525153,2415,872550,757,525153,2415,33951,389,63.4,38.2,2.5,38.2
E92000001,England,nation,2021/12/24,18_24,5416136,3289692,2395,3735412,2180,3289692,2395,1092572,21708,69,60.7,20.2,60.7
E92000001,England,nation,2021/12/24,25_29,4559729,2751543,1272,3033545,1277,2751543,1272,1074613,15275,66.5,60.3,23.6,60.3
E92000001,England,nation,2021/12/24,30_34,4854858,3075984,966,3331064,1039,3075984,966,1404855,16591,68.6,63.4,28.9,63.4
E92000001,England,nation,2021/12/24,35_39,4602178,3132857,825,3326950,720,3132857,825,1626194,17419,72.3,68.1,35.3,68.1
E92000001,England,nation,2021/12/24,40_44,4219362,3116107,605,3259268,495,3116107,605,1904039,13683,77.2,73.9,45.1,73.9
E92000001,England,nation,2021/12/24,45_49,4000916,3189169,449,3295966,353,3189169,449,2170938,13423,82.4,79.7,54.3,79.7
E92000001,England,nation,2021/12/24,50_54,4250390,3601643,368,3688587,285,3601643,368,2838241,9573,86.8,84.7,66.8,84.7
E92000001,England,nation,2021/12/24,55_59,4121728,3605016,287,3673818,255,3605016,287,3006750,7859,89.1,87.5,72.9,87.5
E92000001,England,nation,2021/12/24,60_64,3506987,3136955,167,3185564,159,3136955,167,2759395,4680,90.8,89.4,78.7,89.4
E92000001,England,nation,2021/12/24,65_69,2915275,2666552,96,2698423,131,2666552,96,2467108,2185,92.6,91.5,84.6,91.5
E92000001,England,nation,2021/12/24,70_74,2850235,2675015,42,2698150,66,2675015,42,2546029,1255,94.7,93.9,89.3,93.9
E92000001,England,nation,2021/12/24,75_79,2139023,2033375,29,2048459,45,2033375,29,1949279,823,95.8,95.1,91.1,95.1
E92000001,England,nation,2021/12/24,80_84,1416124,1348280,29,1357688,33,1348280,29,1283387,620,95.9,95.2,90.6,95.2
E92000001,England,nation,2021/12/24,85_89,862110,820560,15,826462,16,820560,15,773759,482,95.9,95.2,89.8,95.2
E92000001,England,nation,2021/12/24,90+,471630,440851,10,444481,7,440851,10,410326,342,94.2,93.5,87,93.5
E92000001,England,nation,2021/12/23,12_15,2888279,48601,4242,1393863,6794,48601,4242,398,26,48.3,1.7,0,1.7
E92000001,England,nation,2021/12/23,16_17,1376450,522738,10547,871793,2651,522738,10547,33562,1553,63.3,38,2.4,38
E92000001,England,nation,2021/12/23,18_24,5416136,3287297,6996,3733232,5405,3287297,6996,1070864,80743,68.9,60.7,19.8,60.7
E92000001,England,nation,2021/12/23,25_29,4559729,2750271,3457,3032268,3078,2750271,3457,1059338,56733,66.5,60.3,23.2,60.3
E92000001,England,nation,2021/12/23,30_34,4854858,3075018,2974,3330025,2531,3075018,2974,1388264,59011,68.6,63.3,28.6,63.3
E92000001,England,nation,2021/12/23,35_39,4602178,3132032,2238,3326230,1797,3132032,2238,1608775,62062,72.3,68.1,35,68.1
E92000001,England,nation,2021/12/23,40_44,4219362,3115502,1599,3258773,1189,3115502,1599,1890356,49307,77.2,73.8,44.8,73.8
E92000001,England,nation,2021/12/23,45_49,4000916,3188720,1215,3295613,874,3188720,1215,2157515,48857,82.4,79.7,53.9,79.7
E92000001,England,nation,2021/12/23,50_54,4250390,3601275,940,3688302,678,3601275,940,2828668,34064,86.8,84.7,66.6,84.7
E92000001,England,nation,2021/12/23,55_59,4121728,3604729,717,3673563,579,3604729,717,2998891,28804,89.1,87.5,72.8,87.5
E92000001,England,nation,2021/12/23,60_64,3506987,3136788,555,3185405,440,3136788,555,2754715,17649,90.8,89.4,78.5,89.4
E92000001,England,nation,2021/12/23,65_69,2915275,2666456,273,2698292,315,2666456,273,2464923,8369,92.6,91.5,84.6,91.5
E92000001,England,nation,2021/12/23,70_74,2850235,2674973,181,2698084,223,2674973,181,2544774,4908,94.7,93.9,89.3,93.9
E92000001,England,nation,2021/12/23,75_79,2139023,2033346,119,2048414,149,2033346,119,1948456,3252,95.8,95.1,91.1,95.1
E92000001,England,nation,2021/12/23,80_84,1416124,1348251,89,1357655,77,1348251,89,1282767,2384,95.9,95.2,90.6,95.2
E92000001,England,nation,2021/12/23,85_89,862110,820545,65,826446,33,820545,65,773277,1930,95.9,95.2,89.7,95.2
E92000001,England,nation,2021/12/23,90+,471630,440841,55,444474,17,440841,55,409984,1404,94.2,93.5,86.9,93.5
E92000001,England,nation,2021/12/22,12_15,2888279,44359,4295,1387069,7436,44359,4295,372,33,48,1.5,0,1.5
E92000001,England,nation,2021/12/22,16_17,1376450,512191,13897,869142,3584,512191,13897,32009,2177,63.1,37.2,2.3,37.2
E92000001,England,nation,2021/12/22,18_24,5416136,3280301,8419,3727827,6598,3280301,8419,990121,109718,68.8,60.6,18.3,60.6
E92000001,England,nation,2021/12/22,25_29,4559729,2746814,4336,3029190,3795,2746814,4336,1002605,82987,66.4,60.2,22,60.2
E92000001,England,nation,2021/12/22,30_34,4854858,3072044,3723,3327494,3110,3072044,3723,1329253,91600,68.5,63.3,27.4,63.3
E92000001,England,nation,2021/12/22,35_39,4602178,3129794,2729,3324433,2258,3129794,2729,1546713,95964,72.2,68,33.6,68
E92000001,England,nation,2021/12/22,40_44,4219362,3113903,1976,3257584,1538,3113903,1976,1841049,75004,77.2,73.8,43.6,73.8
E92000001,England,nation,2021/12/22,45_49,4000916,3187505,1560,3294739,1128,3187505,1560,2108658,73073,82.3,79.7,52.7,79.7
E92000001,England,nation,2021/12/22,50_54,4250390,3600335,1085,3687624,831,3600335,1085,2794604,49533,86.8,84.7,65.7,84.7
E92000001,England,nation,2021/12/22,55_59,4121728,3604012,922,3672984,716,3604012,922,2970087,41536,89.1,87.4,72.1,87.4
E92000001,England,nation,2021/12/22,60_64,3506987,3136233,709,3184965,549,3136233,709,2737066,24301,90.8,89.4,78,89.4
E92000001,England,nation,2021/12/22,65_69,2915275,2666183,328,2697977,407,2666183,328,2456554,11371,92.5,91.5,84.3,91.5
E92000001,England,nation,2021/12/22,70_74,2850235,2674792,227,2697861,278,2674792,227,2539866,6642,94.7,93.8,89.1,93.8
E92000001,England,nation,2021/12/22,75_79,2139023,2033227,131,2048265,174,2033227,131,1945204,4405,95.8,95.1,90.9,95.1
E92000001,England,nation,2021/12/22,80_84,1416124,1348162,98,1357578,91,1348162,98,1280383,3053,95.9,95.2,90.4,95.2
E92000001,England,nation,2021/12/22,85_89,862110,820480,74,826413,51,820480,74,771347,2531,95.9,95.2,89.5,95.2
E92000001,England,nation,2021/12/22,90+,471630,440786,58,444457,30,440786,58,408580,1903,94.2,93.5,86.6,93.5
E92000001,England,nation,2021/12/21,12_15,2888279,40064,3550,1379633,7664,40064,3550,339,26,47.8,1.4,0,1.4
E92000001,England,nation,2021/12/21,16_17,1376450,498294,15088,865558,3591,498294,15088,29832,2248,62.9,36.2,2.2,36.2
E92000001,England,nation,2021/12/21,18_24,5416136,3271882,8493,3721229,6341,3271882,8493,880403,116782,68.7,60.4,16.3,60.4
E92000001,England,nation,2021/12/21,25_29,4559729,2742478,4515,3025395,3649,2742478,4515,919618,94357,66.4,60.1,20.2,60.1
E92000001,England,nation,2021/12/21,30_34,4854858,3068321,3898,3324384,2899,3068321,3898,1237653,106898,68.5,63.2,25.5,63.2
E92000001,England,nation,2021/12/21,35_39,4602178,3127065,2799,3322175,2127,3127065,2799,1450749,112435,72.2,67.9,31.5,67.9
E92000001,England,nation,2021/12/21,40_44,4219362,3111927,2018,3256046,1453,3111927,2018,1766045,88955,77.2,73.8,41.9,73.8
E92000001,England,nation,2021/12/21,45_49,4000916,3185945,1571,3293611,1036,3185945,1571,2035585,88454,82.3,79.6,50.9,79.6
E92000001,England,nation,2021/12/21,50_54,4250390,3599250,1133,3686793,726,3599250,1133,2745071,59275,86.7,84.7,64.6,84.7
E92000001,England,nation,2021/12/21,55_59,4121728,3603090,1009,3672268,693,3603090,1009,2928551,49077,89.1,87.4,71.1,87.4
E92000001,England,nation,2021/12/21,60_64,3506987,3135524,813,3184416,514,3135524,813,2712765,28337,90.8,89.4,77.4,89.4
E92000001,England,nation,2021/12/21,65_69,2915275,2665855,357,2697570,360,2665855,357,2445183,12924,92.5,91.4,83.9,91.4
E92000001,England,nation,2021/12/21,70_74,2850235,2674565,203,2697583,283,2674565,203,2533224,7580,94.6,93.8,88.9,93.8
E92000001,England,nation,2021/12/21,75_79,2139023,2033096,137,2048091,165,2033096,137,1940799,4872,95.7,95,90.7,95
E92000001,England,nation,2021/12/21,80_84,1416124,1348064,96,1357487,96,1348064,96,1277330,3341,95.9,95.2,90.2,95.2
E92000001,England,nation,2021/12/21,85_89,862110,820406,78,826362,49,820406,78,768816,2784,95.9,95.2,89.2,95.2
E92000001,England,nation,2021/12/21,90+,471630,440728,52,444427,28,440728,52,406677,2144,94.2,93.4,86.2,93.4
E92000001,England,nation,2021/12/20,12_15,2888279,36514,2515,1371969,8042,36514,2515,313,21,47.5,1.3,0,1.3
E92000001,England,nation,2021/12/20,16_17,1376450,483206,14324,861967,3381,483206,14324,27584,1969,62.6,35.1,2,35.1
E92000001,England,nation,2021/12/20,18_24,5416136,3263389,7946,3714888,6455,3263389,7946,763621,102957,68.6,60.3,14.1,60.3
E92000001,England,nation,2021/12/20,25_29,4559729,2737963,4224,3021746,3662,2737963,4224,825261,87399,66.3,60,18.1,60
E92000001,England,nation,2021/12/20,30_34,4854858,3064423,3715,3321485,2946,3064423,3715,1130755,100662,68.4,63.1,23.3,63.1
E92000001,England,nation,2021/12/20,35_39,4602178,3124266,2702,3320048,2090,3124266,2702,1338314,106745,72.1,67.9,29.1,67.9
E92000001,England,nation,2021/12/20,40_44,4219362,3109909,1807,3254593,1329,3109909,1807,1677090,87884,77.1,73.7,39.7,73.7
E92000001,England,nation,2021/12/20,45_49,4000916,3184374,1456,3292575,1027,3184374,1456,1947131,86682,82.3,79.6,48.7,79.6
E92000001,England,nation,2021/12/20,50_54,4250390,3598117,1000,3686067,750,3598117,1000,2685796,57485,86.7,84.7,63.2,84.7
E92000001,England,nation,2021/12/20,55_59,4121728,3602081,939,3671575,629,3602081,939,2879474,46972,89.1,87.4,69.9,87.4
E92000001,England,nation,2021/12/20,60_64,3506987,3134711,726,3183902,501,3134711,726,2684428,25895,90.8,89.4,76.5,89.4
E92000001,England,nation,2021/12/20,65_69,2915275,2665498,324,2697210,359,2665498,324,2432259,11000,92.5,91.4,83.4,91.4
E92000001,England,nation,2021/12/20,70_74,2850235,2674362,165,2697300,246,2674362,165,2525644,6479,94.6,93.8,88.6,93.8
E92000001,England,nation,2021/12/20,75_79,2139023,2032959,118,2047926,164,2032959,118,1935927,3877,95.7,95,90.5,95
E92000001,England,nation,2021/12/20,80_84,1416124,1347968,94,1357391,84,1347968,94,1273989,2770,95.9,95.2,90,95.2
E92000001,England,nation,2021/12/20,85_89,862110,820328,58,826313,39,820328,58,766032,2272,95.8,95.2,88.9,95.2
E92000001,England,nation,2021/12/20,90+,471630,440676,46,444399,20,440676,46,404533,1816,94.2,93.4,85.8,93.4
E92000001,England,nation,2021/12/19,12_15,2888279,33999,1614,1363927,9282,33999,1614,292,19,47.2,1.2,0,1.2
E92000001,England,nation,2021/12/19,16_17,1376450,468882,12960,858586,3011,468882,12960,25615,1902,62.4,34.1,1.9,34.1
E92000001,England,nation,2021/12/19,18_24,5416136,3255443,6537,3708433,5291,3255443,6537,660664,98064,68.5,60.1,12.2,60.1
E92000001,England,nation,2021/12/19,25_29,4559729,2733739,3608,3018084,3066,2733739,3608,737862,86397,66.2,60,16.2,60
E92000001,England,nation,2021/12/19,30_34,4854858,3060708,3183,3318539,2603,3060708,3183,1030093,105712,68.4,63,21.2,63
E92000001,England,nation,2021/12/19,35_39,4602178,3121564,2457,3317958,1811,3121564,2457,1231569,113439,72.1,67.8,26.8,67.8
E92000001,England,nation,2021/12/19,40_44,4219362,3108102,1669,3253264,1172,3108102,1669,1589206,91902,77.1,73.7,37.7,73.7
E92000001,England,nation,2021/12/19,45_49,4000916,3182918,1211,3291548,845,3182918,1211,1860449,91466,82.3,79.6,46.5,79.6
E92000001,England,nation,2021/12/19,50_54,4250390,3597117,817,3685317,641,3597117,817,2628311,61188,86.7,84.6,61.8,84.6
E92000001,England,nation,2021/12/19,55_59,4121728,3601142,714,3670946,536,3601142,714,2832502,48846,89.1,87.4,68.7,87.4
E92000001,England,nation,2021/12/19,60_64,3506987,3133985,582,3183401,360,3133985,582,2658533,25422,90.8,89.4,75.8,89.4
E92000001,England,nation,2021/12/19,65_69,2915275,2665174,216,2696851,271,2665174,216,2421259,9688,92.5,91.4,83.1,91.4
E92000001,England,nation,2021/12/19,70_74,2850235,2674197,115,2697054,198,2674197,115,2519165,4754,94.6,93.8,88.4,93.8
E92000001,England,nation,2021/12/19,75_79,2139023,2032841,74,2047762,85,2032841,74,1932050,2726,95.7,95,90.3,95
E92000001,England,nation,2021/12/19,80_84,1416124,1347874,51,1357307,50,1347874,51,1271219,1743,95.8,95.2,89.8,95.2
E92000001,England,nation,2021/12/19,85_89,862110,820270,24,826274,36,820270,24,763760,1204,95.8,95.1,88.6,95.1
E92000001,England,nation,2021/12/19,90+,471630,440630,24,444379,11,440630,24,402717,730,94.2,93.4,85.4,93.4
E92000001,England,nation,2021/12/18,12_15,2888279,32385,1730,1354645,10087,32385,1730,273,19,46.9,1.1,0,1.1
E92000001,England,nation,2021/12/18,16_17,1376450,455922,14282,855575,3242,455922,14282,23713,1899,62.2,33.1,1.7,33.1
E92000001,England,nation,2021/12/18,18_24,5416136,3248906,7478,3703142,6255,3248906,7478,562600,90809,68.4,60,10.4,60
E92000001,England,nation,2021/12/18,25_29,4559729,2730131,4329,3015018,3754,2730131,4329,651465,86157,66.1,59.9,14.3,59.9
E92000001,England,nation,2021/12/18,30_34,4854858,3057525,3766,3315936,3069,3057525,3766,924381,111931,68.3,63,19,63
E92000001,England,nation,2021/12/18,35_39,4602178,3119107,2696,3316147,2173,3119107,2696,1118130,122420,72.1,67.8,24.3,67.8
E92000001,England,nation,2021/12/18,40_44,4219362,3106433,1847,3252092,1449,3106433,1847,1497304,107643,77.1,73.6,35.5,73.6
E92000001,England,nation,2021/12/18,45_49,4000916,3181707,1427,3290703,1033,3181707,1427,1768983,111691,82.2,79.5,44.2,79.5
E92000001,England,nation,2021/12/18,50_54,4250390,3596300,1077,3684676,820,3596300,1077,2567123,82360,86.7,84.6,60.4,84.6
E92000001,England,nation,2021/12/18,55_59,4121728,3600428,988,3670410,705,3600428,988,2783656,67955,89.1,87.4,67.5,87.4
E92000001,England,nation,2021/12/18,60_64,3506987,3133403,716,3183041,509,3133403,716,2633111,37149,90.8,89.3,75.1,89.3
E92000001,England,nation,2021/12/18,65_69,2915275,2664958,321,2696580,380,2664958,321,2411571,14781,92.5,91.4,82.7,91.4
E92000001,England,nation,2021/12/18,70_74,2850235,2674082,169,2696856,293,2674082,169,2514411,7537,94.6,93.8,88.2,93.8
E92000001,England,nation,2021/12/18,75_79,2139023,2032767,106,2047677,164,2032767,106,1929324,4279,95.7,95,90.2,95
E92000001,England,nation,2021/12/18,80_84,1416124,1347823,72,1357257,87,1347823,72,1269476,2626,95.8,95.2,89.6,95.2
E92000001,England,nation,2021/12/18,85_89,862110,820246,41,826238,29,820246,41,762556,1684,95.8,95.1,88.5,95.1
E92000001,England,nation,2021/12/18,90+,471630,440606,34,444368,15,440606,34,401987,1086,94.2,93.4,85.2,93.4
E92000001,England,nation,2021/12/17,12_15,2888279,30655,1117,1344558,6095,30655,1117,254,22,46.6,1.1,0,1.1
E92000001,England,nation,2021/12/17,16_17,1376450,441640,11807,852333,2815,441640,11807,21814,1499,61.9,32.1,1.6,32.1
E92000001,England,nation,2021/12/17,18_24,5416136,3241428,6596,3696887,5371,3241428,6596,471791,68516,68.3,59.8,8.7,59.8
E92000001,England,nation,2021/12/17,25_29,4559729,2725802,3908,3011264,3263,2725802,3908,565308,70259,66,59.8,12.4,59.8
E92000001,England,nation,2021/12/17,30_34,4854858,3053759,3568,3312867,2857,3053759,3568,812450,94693,68.2,62.9,16.7,62.9
E92000001,England,nation,2021/12/17,35_39,4602178,3116411,2725,3313974,1993,3116411,2725,995710,107481,72,67.7,21.6,67.7
E92000001,England,nation,2021/12/17,40_44,4219362,3104586,1635,3250643,1347,3104586,1635,1389661,95634,77,73.6,32.9,73.6
E92000001,England,nation,2021/12/17,45_49,4000916,3180280,1288,3289670,973,3180280,1288,1657292,95952,82.2,79.5,41.4,79.5
E92000001,England,nation,2021/12/17,50_54,4250390,3595223,929,3683856,759,3595223,929,2484763,72333,86.7,84.6,58.5,84.6
E92000001,England,nation,2021/12/17,55_59,4121728,3599440,920,3669705,634,3599440,920,2715701,61588,89,87.3,65.9,87.3
E92000001,England,nation,2021/12/17,60_64,3506987,3132687,810,3182532,504,3132687,810,2595962,35472,90.7,89.3,74,89.3
E92000001,England,nation,2021/12/17,65_69,2915275,2664637,324,2696200,415,2664637,324,2396790,14465,92.5,91.4,82.2,91.4
