areaCode,areaName,areaType,date,age,VaccineRegisterPopulationByVaccinationDate,cumPeopleVaccinatedCompleteByVaccinationDate,newPeopleVaccinatedCompleteByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumPeopleVaccinatedThirdInjectionByVaccinationDate,newPeopleVaccinatedThirdInjectionByVaccinationDate,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage,cumVaccinationThirdInjectionUptakeByVaccinationDatePercentage,cumVaccinationCompleteCoverageByVaccinationDatePercentage
E92000001,England,nation,2022/2/23,12_15,2888279,732447,7006,1621265,1640,732447,7006,4988,111,56.1,25.4,0.2,25.4
E92000001,England,nation,2022/2/23,16_17,1376450,682598,1460,929322,474,682598,1460,105002,1583,67.5,49.6,7.6,49.6
E92000001,England,nation,2022/2/23,18_24,5416136,3435537,1808,3866256,1288,3435537,1808,1858054,3994,71.4,63.4,34.3,63.4
E92000001,England,nation,2022/2/23,25_29,4559729,2847248,1114,3114461,663,2847248,1114,1666078,2821,68.3,62.4,36.5,62.4
E92000001,England,nation,2022/2/23,30_34,4854858,3159231,900,3396385,494,3159231,900,2008851,2361,70,65.1,41.4,65.1
E92000001,England,nation,2022/2/23,35_39,4602178,3192082,607,3371640,324,3192082,607,2213218,1988,73.3,69.4,48.1,69.4
E92000001,England,nation,2022/2/23,40_44,4219362,3154891,383,3287528,191,3154891,383,2382004,1541,77.9,74.8,56.5,74.8
E92000001,England,nation,2022/2/23,45_49,4000916,3216743,277,3315739,141,3216743,277,2601731,1215,82.9,80.4,65,80.4
E92000001,England,nation,2022/2/23,50_54,4250390,3621248,161,3703268,100,3621248,161,3121221,974,87.1,85.2,73.4,85.2
E92000001,England,nation,2022/2/23,55_59,4121728,3619292,137,3684789,79,3619292,137,3225226,788,89.4,87.8,78.2,87.8
E92000001,England,nation,2022/2/23,60_64,3506987,3146158,88,3193053,63,3146158,88,2888280,488,91,89.7,82.4,89.7
E92000001,England,nation,2022/2/23,65_69,2915275,2671387,52,2703055,39,2671387,52,2530794,313,92.7,91.6,86.8,91.6
E92000001,England,nation,2022/2/23,70_74,2850235,2677905,41,2701071,22,2677905,41,2584005,254,94.8,94,90.7,94
E92000001,England,nation,2022/2/23,75_79,2139023,2035149,21,2050110,20,2035149,21,1973579,143,95.8,95.1,92.3,95.1
E92000001,England,nation,2022/2/23,80_84,1416124,1349447,18,1358622,9,1349447,18,1300383,131,95.9,95.3,91.8,95.3
E92000001,England,nation,2022/2/23,85_89,862110,821334,10,826991,4,821334,10,786922,73,95.9,95.3,91.3,95.3
E92000001,England,nation,2022/2/23,90+,471630,441415,2,444775,7,441415,2,419770,32,94.3,93.6,89,93.6
E92000001,England,nation,2022/2/22,12_15,2888279,725441,7724,1619625,1847,725441,7724,4877,123,56.1,25.1,0.2,25.1
E92000001,England,nation,2022/2/22,16_17,1376450,681138,1354,928848,389,681138,1354,103419,1468,67.5,49.5,7.5,49.5
E92000001,England,nation,2022/2/22,18_24,5416136,3433729,1588,3864968,1149,3433729,1588,1854060,3876,71.4,63.4,34.2,63.4
E92000001,England,nation,2022/2/22,25_29,4559729,2846134,1043,3113798,592,2846134,1043,1663257,3011,68.3,62.4,36.5,62.4
E92000001,England,nation,2022/2/22,30_34,4854858,3158331,884,3395891,453,3158331,884,2006490,2602,69.9,65.1,41.3,65.1
E92000001,England,nation,2022/2/22,35_39,4602178,3191475,567,3371316,327,3191475,567,2211230,2175,73.3,69.3,48,69.3
E92000001,England,nation,2022/2/22,40_44,4219362,3154508,340,3287337,185,3154508,340,2380463,1533,77.9,74.8,56.4,74.8
E92000001,England,nation,2022/2/22,45_49,4000916,3216466,276,3315598,133,3216466,276,2600516,1350,82.9,80.4,65,80.4
E92000001,England,nation,2022/2/22,50_54,4250390,3621087,164,3703168,117,3621087,164,3120247,985,87.1,85.2,73.4,85.2
E92000001,England,nation,2022/2/22,55_59,4121728,3619155,133,3684710,80,3619155,133,3224438,737,89.4,87.8,78.2,87.8
E92000001,England,nation,2022/2/22,60_64,3506987,3146070,86,3192990,56,3146070,86,2887792,461,91,89.7,82.3,89.7
E92000001,England,nation,2022/2/22,65_69,2915275,2671335,47,2703016,46,2671335,47,2530481,298,92.7,91.6,86.8,91.6
E92000001,England,nation,2022/2/22,70_74,2850235,2677864,25,2701049,28,2677864,25,2583751,234,94.8,94,90.7,94
E92000001,England,nation,2022/2/22,75_79,2139023,2035128,16,2050090,13,2035128,16,1973436,155,95.8,95.1,92.3,95.1
E92000001,England,nation,2022/2/22,80_84,1416124,1349429,9,1358613,10,1349429,9,1300252,99,95.9,95.3,91.8,95.3
E92000001,England,nation,2022/2/22,85_89,862110,821324,3,826987,4,821324,3,786849,71,95.9,95.3,91.3,95.3
E92000001,England,nation,2022/2/22,90+,471630,441413,7,444768,2,441413,7,419738,52,94.3,93.6,89,93.6
E92000001,England,nation,2022/2/21,12_15,2888279,717717,6301,1617778,1526,717717,6301,4754,99,56,24.8,0.2,24.8
E92000001,England,nation,2022/2/21,16_17,1376450,679784,1190,928459,407,679784,1190,101951,1114,67.5,49.4,7.4,49.4
E92000001,England,nation,2022/2/21,18_24,5416136,3432141,1439,3863819,1065,3432141,1439,1850184,3713,71.3,63.4,34.2,63.4
E92000001,England,nation,2022/2/21,25_29,4559729,2845091,917,3113206,602,2845091,917,1660246,2795,68.3,62.4,36.4,62.4
E92000001,England,nation,2022/2/21,30_34,4854858,3157447,780,3395438,506,3157447,780,2003888,2403,69.9,65,41.3,65
E92000001,England,nation,2022/2/21,35_39,4602178,3190908,499,3370989,265,3190908,499,2209055,1826,73.2,69.3,48,69.3
E92000001,England,nation,2022/2/21,40_44,4219362,3154168,321,3287152,176,3154168,321,2378930,1390,77.9,74.8,56.4,74.8
E92000001,England,nation,2022/2/21,45_49,4000916,3216190,248,3315465,122,3216190,248,2599166,1238,82.9,80.4,65,80.4
E92000001,England,nation,2022/2/21,50_54,4250390,3620923,189,3703051,99,3620923,189,3119262,768,87.1,85.2,73.4,85.2
E92000001,England,nation,2022/2/21,55_59,4121728,3619022,113,3684630,54,3619022,113,3223701,632,89.4,87.8,78.2,87.8
E92000001,England,nation,2022/2/21,60_64,3506987,3145984,69,3192934,37,3145984,69,2887331,410,91,89.7,82.3,89.7
E92000001,England,nation,2022/2/21,65_69,2915275,2671288,35,2702970,30,2671288,35,2530183,240,92.7,91.6,86.8,91.6
E92000001,England,nation,2022/2/21,70_74,2850235,2677839,36,2701021,26,2677839,36,2583517,150,94.8,94,90.6,94
E92000001,England,nation,2022/2/21,75_79,2139023,2035112,9,2050077,12,2035112,9,1973281,113,95.8,95.1,92.3,95.1
E92000001,England,nation,2022/2/21,80_84,1416124,1349420,11,1358603,5,1349420,11,1300153,64,95.9,95.3,91.8,95.3
E92000001,England,nation,2022/2/21,85_89,862110,821321,5,826983,2,821321,5,786778,50,95.9,95.3,91.3,95.3
E92000001,England,nation,2022/2/21,90+,471630,441406,7,444766,1,441406,7,419686,27,94.3,93.6,89,93.6
E92000001,England,nation,2022/2/20,12_15,2888279,711416,4391,1616252,966,711416,4391,4655,67,56,24.6,0.2,24.6
E92000001,England,nation,2022/2/20,16_17,1376450,678594,839,928052,254,678594,839,100837,876,67.4,49.3,7.3,49.3
E92000001,England,nation,2022/2/20,18_24,5416136,3430702,852,3862754,607,3430702,852,1846471,2208,71.3,63.3,34.1,63.3
E92000001,England,nation,2022/2/20,25_29,4559729,2844174,548,3112604,367,2844174,548,1657451,1704,68.3,62.4,36.3,62.4
E92000001,England,nation,2022/2/20,30_34,4854858,3156667,485,3394932,266,3156667,485,2001485,1445,69.9,65,41.2,65
E92000001,England,nation,2022/2/20,35_39,4602178,3190409,307,3370724,165,3190409,307,2207229,1192,73.2,69.3,48,69.3
E92000001,England,nation,2022/2/20,40_44,4219362,3153847,180,3286976,93,3153847,180,2377540,854,77.9,74.7,56.3,74.7
E92000001,England,nation,2022/2/20,45_49,4000916,3215942,124,3315343,73,3215942,124,2597928,778,82.9,80.4,64.9,80.4
E92000001,England,nation,2022/2/20,50_54,4250390,3620734,74,3702952,40,3620734,74,3118494,540,87.1,85.2,73.4,85.2
E92000001,England,nation,2022/2/20,55_59,4121728,3618909,81,3684576,36,3618909,81,3223069,376,89.4,87.8,78.2,87.8
E92000001,England,nation,2022/2/20,60_64,3506987,3145915,36,3192897,22,3145915,36,2886921,188,91,89.7,82.3,89.7
E92000001,England,nation,2022/2/20,65_69,2915275,2671253,22,2702940,16,2671253,22,2529943,99,92.7,91.6,86.8,91.6
E92000001,England,nation,2022/2/20,70_74,2850235,2677803,13,2700995,8,2677803,13,2583367,84,94.8,94,90.6,94
E92000001,England,nation,2022/2/20,75_79,2139023,2035103,9,2050065,7,2035103,9,1973168,30,95.8,95.1,92.2,95.1
E92000001,England,nation,2022/2/20,80_84,1416124,1349409,4,1358598,4,1349409,4,1300089,17,95.9,95.3,91.8,95.3
E92000001,England,nation,2022/2/20,85_89,862110,821316,3,826981,1,821316,3,786728,10,95.9,95.3,91.3,95.3
E92000001,England,nation,2022/2/20,90+,471630,441399,1,444765,1,441399,1,419659,7,94.3,93.6,89,93.6
E92000001,England,nation,2022/2/19,12_15,2888279,707025,9201,1615286,2322,707025,9201,4588,193,55.9,24.5,0.2,24.5
E92000001,England,nation,2022/2/19,16_17,1376450,677755,1610,927798,529,677755,1610,99961,1661,67.4,49.2,7.3,49.2
E92000001,England,nation,2022/2/19,18_24,5416136,3429850,1963,3862147,1375,3429850,1963,1844263,4750,71.3,63.3,34.1,63.3
E92000001,England,nation,2022/2/19,25_29,4559729,2843626,1288,3112237,706,2843626,1288,1655747,3650,68.3,62.4,36.3,62.4
E92000001,England,nation,2022/2/19,30_34,4854858,3156182,1050,3394666,577,3156182,1050,2000040,3327,69.9,65,41.2,65
E92000001,England,nation,2022/2/19,35_39,4602178,3190102,704,3370559,388,3190102,704,2206037,2794,73.2,69.3,47.9,69.3
E92000001,England,nation,2022/2/19,40_44,4219362,3153667,454,3286883,193,3153667,454,2376686,2103,77.9,74.7,56.3,74.7
E92000001,England,nation,2022/2/19,45_49,4000916,3215818,336,3315270,132,3215818,336,2597150,1874,82.9,80.4,64.9,80.4
E92000001,England,nation,2022/2/19,50_54,4250390,3620660,224,3702912,115,3620660,224,3117954,1227,87.1,85.2,73.4,85.2
E92000001,England,nation,2022/2/19,55_59,4121728,3618828,161,3684540,82,3618828,161,3222693,936,89.4,87.8,78.2,87.8
E92000001,England,nation,2022/2/19,60_64,3506987,3145879,81,3192875,61,3145879,81,2886733,502,91,89.7,82.3,89.7
E92000001,England,nation,2022/2/19,65_69,2915275,2671231,66,2702924,37,2671231,66,2529844,274,92.7,91.6,86.8,91.6
E92000001,England,nation,2022/2/19,70_74,2850235,2677790,25,2700987,12,2677790,25,2583283,212,94.8,93.9,90.6,93.9
E92000001,England,nation,2022/2/19,75_79,2139023,2035094,21,2050058,12,2035094,21,1973138,106,95.8,95.1,92.2,95.1
E92000001,England,nation,2022/2/19,80_84,1416124,1349405,15,1358594,7,1349405,15,1300072,77,95.9,95.3,91.8,95.3
E92000001,England,nation,2022/2/19,85_89,862110,821313,7,826980,2,821313,7,786718,39,95.9,95.3,91.3,95.3
E92000001,England,nation,2022/2/19,90+,471630,441398,5,444764,1,441398,5,419652,31,94.3,93.6,89,93.6
E92000001,England,nation,2022/2/18,12_15,2888279,697824,5310,1612964,1334,697824,5310,4395,77,55.8,24.2,0.2,24.2
E92000001,England,nation,2022/2/18,16_17,1376450,676145,983,927269,353,676145,983,98300,794,67.4,49.1,7.1,49.1
E92000001,England,nation,2022/2/18,18_24,5416136,3427887,1295,3860772,793,3427887,1295,1839513,2943,71.3,63.3,34,63.3
E92000001,England,nation,2022/2/18,25_29,4559729,2842338,864,3111531,510,2842338,864,1652097,2443,68.2,62.3,36.2,62.3
E92000001,England,nation,2022/2/18,30_34,4854858,3155132,734,3394089,390,3155132,734,1996713,2268,69.9,65,41.1,65
E92000001,England,nation,2022/2/18,35_39,4602178,3189398,523,3370171,262,3189398,523,2203243,1776,73.2,69.3,47.9,69.3
E92000001,England,nation,2022/2/18,40_44,4219362,3153213,353,3286690,135,3153213,353,2374583,1412,77.9,74.7,56.3,74.7
E92000001,England,nation,2022/2/18,45_49,4000916,3215482,231,3315138,109,3215482,231,2595276,1260,82.9,80.4,64.9,80.4
E92000001,England,nation,2022/2/18,50_54,4250390,3620436,183,3702797,71,3620436,183,3116727,820,87.1,85.2,73.3,85.2
E92000001,England,nation,2022/2/18,55_59,4121728,3618667,144,3684458,47,3618667,144,3221757,680,89.4,87.8,78.2,87.8
E92000001,England,nation,2022/2/18,60_64,3506987,3145798,91,3192814,43,3145798,91,2886231,362,91,89.7,82.3,89.7
E92000001,England,nation,2022/2/18,65_69,2915275,2671165,48,2702887,33,2671165,48,2529570,188,92.7,91.6,86.8,91.6
E92000001,England,nation,2022/2/18,70_74,2850235,2677765,28,2700975,14,2677765,28,2583071,146,94.8,93.9,90.6,93.9
E92000001,England,nation,2022/2/18,75_79,2139023,2035073,13,2050046,9,2035073,13,1973032,92,95.8,95.1,92.2,95.1
E92000001,England,nation,2022/2/18,80_84,1416124,1349390,12,1358587,5,1349390,12,1299995,81,95.9,95.3,91.8,95.3
E92000001,England,nation,2022/2/18,85_89,862110,821306,9,826978,4,821306,9,786679,47,95.9,95.3,91.3,95.3
E92000001,England,nation,2022/2/18,90+,471630,441393,9,444763,0,441393,9,419621,47,94.3,93.6,89,93.6
E92000001,England,nation,2022/2/17,12_15,2888279,692514,10454,1611630,2651,692514,10454,4318,132,55.8,24,0.1,24
E92000001,England,nation,2022/2/17,16_17,1376450,675162,1485,926916,583,675162,1485,97506,1225,67.3,49.1,7.1,49.1
E92000001,England,nation,2022/2/17,18_24,5416136,3426592,2016,3859979,1246,3426592,2016,1836570,4981,71.3,63.3,33.9,63.3
E92000001,England,nation,2022/2/17,25_29,4559729,2841474,1215,3111021,644,2841474,1215,1649654,3429,68.2,62.3,36.2,62.3
E92000001,England,nation,2022/2/17,30_34,4854858,3154398,974,3393699,529,3154398,974,1994445,3057,69.9,65,41.1,65
E92000001,England,nation,2022/2/17,35_39,4602178,3188875,627,3369909,300,3188875,627,2201467,2531,73.2,69.3,47.8,69.3
E92000001,England,nation,2022/2/17,40_44,4219362,3152860,440,3286555,219,3152860,440,2373171,1901,77.9,74.7,56.2,74.7
E92000001,England,nation,2022/2/17,45_49,4000916,3215251,319,3315029,155,3215251,319,2594016,1659,82.9,80.4,64.8,80.4
E92000001,England,nation,2022/2/17,50_54,4250390,3620253,218,3702726,102,3620253,218,3115907,1165,87.1,85.2,73.3,85.2
E92000001,England,nation,2022/2/17,55_59,4121728,3618523,163,3684411,76,3618523,163,3221077,885,89.4,87.8,78.1,87.8
E92000001,England,nation,2022/2/17,60_64,3506987,3145707,115,3192771,56,3145707,115,2885869,542,91,89.7,82.3,89.7
E92000001,England,nation,2022/2/17,65_69,2915275,2671117,66,2702854,35,2671117,66,2529382,329,92.7,91.6,86.8,91.6
E92000001,England,nation,2022/2/17,70_74,2850235,2677737,49,2700961,28,2677737,49,2582925,249,94.8,93.9,90.6,93.9
E92000001,England,nation,2022/2/17,75_79,2139023,2035060,32,2050037,17,2035060,32,1972940,171,95.8,95.1,92.2,95.1
E92000001,England,nation,2022/2/17,80_84,1416124,1349378,24,1358582,9,1349378,24,1299914,124,95.9,95.3,91.8,95.3
E92000001,England,nation,2022/2/17,85_89,862110,821297,14,826974,7,821297,14,786632,102,95.9,95.3,91.2,95.3
E92000001,England,nation,2022/2/17,90+,471630,441384,8,444763,4,441384,8,419574,59,94.3,93.6,89,93.6
E92000001,England,nation,2022/2/16,12_15,2888279,682060,10061,1608979,2510,682060,10061,4186,125,55.7,23.6,0.1,23.6
E92000001,England,nation,2022/2/16,16_17,1376450,673677,1510,926333,526,673677,1510,96281,1115,67.3,48.9,7,48.9
E92000001,England,nation,2022/2/16,18_24,5416136,3424576,1978,3858733,1272,3424576,1978,1831589,4952,71.2,63.2,33.8,63.2
E92000001,England,nation,2022/2/16,25_29,4559729,2840259,1335,3110377,674,2840259,1335,1646225,3794,68.2,62.3,36.1,62.3
E92000001,England,nation,2022/2/16,30_34,4854858,3153424,1079,3393170,541,3153424,1079,1991388,3279,69.9,65,41,65
E92000001,England,nation,2022/2/16,35_39,4602178,3188248,720,3369609,343,3188248,720,2198936,2659,73.2,69.3,47.8,69.3
E92000001,England,nation,2022/2/16,40_44,4219362,3152420,450,3286336,226,3152420,450,2371270,1975,77.9,74.7,56.2,74.7
E92000001,England,nation,2022/2/16,45_49,4000916,3214932,324,3314874,152,3214932,324,2592357,1669,82.9,80.4,64.8,80.4
E92000001,England,nation,2022/2/16,50_54,4250390,3620035,249,3702624,107,3620035,249,3114742,1169,87.1,85.2,73.3,85.2
E92000001,England,nation,2022/2/16,55_59,4121728,3618360,177,3684335,87,3618360,177,3220192,891,89.4,87.8,78.1,87.8
E92000001,England,nation,2022/2/16,60_64,3506987,3145592,97,3192715,69,3145592,97,2885327,547,91,89.7,82.3,89.7
E92000001,England,nation,2022/2/16,65_69,2915275,2671051,66,2702819,37,2671051,66,2529053,327,92.7,91.6,86.8,91.6
E92000001,England,nation,2022/2/16,70_74,2850235,2677688,45,2700933,17,2677688,45,2582676,224,94.8,93.9,90.6,93.9
E92000001,England,nation,2022/2/16,75_79,2139023,2035028,26,2050020,10,2035028,26,1972769,132,95.8,95.1,92.2,95.1
E92000001,England,nation,2022/2/16,80_84,1416124,1349354,21,1358573,5,1349354,21,1299790,104,95.9,95.3,91.8,95.3
E92000001,England,nation,2022/2/16,85_89,862110,821283,8,826967,8,821283,8,786530,75,95.9,95.3,91.2,95.3
E92000001,England,nation,2022/2/16,90+,471630,441376,10,444759,1,441376,10,419515,44,94.3,93.6,89,93.6
E92000001,England,nation,2022/2/15,12_15,2888279,671999,9509,1606469,2665,671999,9509,4061,122,55.6,23.3,0.1,23.3
E92000001,England,nation,2022/2/15,16_17,1376450,672167,1355,925807,546,672167,1355,95166,1009,67.3,48.8,6.9,48.8
E92000001,England,nation,2022/2/15,18_24,5416136,3422598,1779,3857461,1270,3422598,1779,1826637,4768,71.2,63.2,33.7,63.2
E92000001,England,nation,2022/2/15,25_29,4559729,2838924,1223,3109703,751,2838924,1223,1642431,3676,68.2,62.3,36,62.3
E92000001,England,nation,2022/2/15,30_34,4854858,3152345,1024,3392629,486,3152345,1024,1988109,3200,69.9,64.9,41,64.9
E92000001,England,nation,2022/2/15,35_39,4602178,3187528,684,3369266,372,3187528,684,2196277,2592,73.2,69.3,47.7,69.3
E92000001,England,nation,2022/2/15,40_44,4219362,3151970,445,3286110,196,3151970,445,2369295,1888,77.9,74.7,56.2,74.7
E92000001,England,nation,2022/2/15,45_49,4000916,3214608,299,3314722,138,3214608,299,2590688,1594,82.8,80.3,64.8,80.3
E92000001,England,nation,2022/2/15,50_54,4250390,3619786,208,3702517,110,3619786,208,3113573,1165,87.1,85.2,73.3,85.2
E92000001,England,nation,2022/2/15,55_59,4121728,3618183,142,3684248,70,3618183,142,3219301,831,89.4,87.8,78.1,87.8
E92000001,England,nation,2022/2/15,60_64,3506987,3145495,102,3192646,62,3145495,102,2884780,502,91,89.7,82.3,89.7
E92000001,England,nation,2022/2/15,65_69,2915275,2670985,66,2702782,34,2670985,66,2528726,273,92.7,91.6,86.7,91.6
E92000001,England,nation,2022/2/15,70_74,2850235,2677643,32,2700916,17,2677643,32,2582452,214,94.8,93.9,90.6,93.9
E92000001,England,nation,2022/2/15,75_79,2139023,2035002,24,2050010,14,2035002,24,1972637,125,95.8,95.1,92.2,95.1
E92000001,England,nation,2022/2/15,80_84,1416124,1349333,11,1358568,4,1349333,11,1299686,100,95.9,95.3,91.8,95.3
E92000001,England,nation,2022/2/15,85_89,862110,821275,11,826959,4,821275,11,786455,69,95.9,95.3,91.2,95.3
E92000001,England,nation,2022/2/15,90+,471630,441366,5,444758,4,441366,5,419471,65,94.3,93.6,88.9,93.6
E92000001,England,nation,2022/2/14,12_15,2888279,662490,8054,1603804,2140,662490,8054,3939,66,55.5,22.9,0.1,22.9
E92000001,England,nation,2022/2/14,16_17,1376450,670812,1118,925261,436,670812,1118,94157,788,67.2,48.7,6.8,48.7
E92000001,England,nation,2022/2/14,18_24,5416136,3420819,1527,3856191,1002,3420819,1527,1821869,3954,71.2,63.2,33.6,63.2
E92000001,England,nation,2022/2/14,25_29,4559729,2837701,996,3108952,631,2837701,996,1638755,3366,68.2,62.2,35.9,62.2
E92000001,England,nation,2022/2/14,30_34,4854858,3151321,897,3392143,487,3151321,897,1984909,2970,69.9,64.9,40.9,64.9
E92000001,England,nation,2022/2/14,35_39,4602178,3186844,634,3368894,297,3186844,634,2193685,2348,73.2,69.2,47.7,69.2
E92000001,England,nation,2022/2/14,40_44,4219362,3151525,381,3285914,162,3151525,381,2367407,1726,77.9,74.7,56.1,74.7
E92000001,England,nation,2022/2/14,45_49,4000916,3214309,295,3314584,118,3214309,295,2589094,1408,82.8,80.3,64.7,80.3
E92000001,England,nation,2022/2/14,50_54,4250390,3619578,197,3702407,99,3619578,197,3112408,976,87.1,85.2,73.2,85.2
E92000001,England,nation,2022/2/14,55_59,4121728,3618041,171,3684178,70,3618041,171,3218470,735,89.4,87.8,78.1,87.8
E92000001,England,nation,2022/2/14,60_64,3506987,3145393,95,3192584,54,3145393,95,2884278,444,91,89.7,82.2,89.7
E92000001,England,nation,2022/2/14,65_69,2915275,2670919,60,2702748,39,2670919,60,2528453,245,92.7,91.6,86.7,91.6
E92000001,England,nation,2022/2/14,70_74,2850235,2677611,34,2700899,27,2677611,34,2582238,171,94.8,93.9,90.6,93.9
E92000001,England,nation,2022/2/14,75_79,2139023,2034978,18,2049996,18,2034978,18,1972512,101,95.8,95.1,92.2,95.1
E92000001,England,nation,2022/2/14,80_84,1416124,1349322,14,1358564,8,1349322,14,1299586,75,95.9,95.3,91.8,95.3
E92000001,England,nation,2022/2/14,85_89,862110,821264,9,826955,5,821264,9,786386,59,95.9,95.3,91.2,95.3
E92000001,England,nation,2022/2/14,90+,471630,441361,4,444754,3,441361,4,419406,40,94.3,93.6,88.9,93.6
E92000001,England,nation,2022/2/13,12_15,2888279,654436,5496,1601664,1573,654436,5496,3873,85,55.5,22.7,0.1,22.7
E92000001,England,nation,2022/2/13,16_17,1376450,669694,1015,924825,292,669694,1015,93369,749,67.2,48.7,6.8,48.7
E92000001,England,nation,2022/2/13,18_24,5416136,3419292,1163,3855189,726,3419292,1163,1817915,2885,71.2,63.1,33.6,63.1
E92000001,England,nation,2022/2/13,25_29,4559729,2836705,796,3108321,402,2836705,796,1635389,2199,68.2,62.2,35.9,62.2
E92000001,England,nation,2022/2/13,30_34,4854858,3150424,629,3391656,319,3150424,629,1981939,2100,69.9,64.9,40.8,64.9
E92000001,England,nation,2022/2/13,35_39,4602178,3186210,443,3368597,183,3186210,443,2191337,1748,73.2,69.2,47.6,69.2
E92000001,England,nation,2022/2/13,40_44,4219362,3151144,270,3285752,127,3151144,270,2365681,1369,77.9,74.7,56.1,74.7
E92000001,England,nation,2022/2/13,45_49,4000916,3214014,194,3314466,70,3214014,194,2587686,1014,82.8,80.3,64.7,80.3
E92000001,England,nation,2022/2/13,50_54,4250390,3619381,115,3702308,57,3619381,115,3111432,707,87.1,85.2,73.2,85.2
E92000001,England,nation,2022/2/13,55_59,4121728,3617870,89,3684108,51,3617870,89,3217735,473,89.4,87.8,78.1,87.8
E92000001,England,nation,2022/2/13,60_64,3506987,3145298,54,3192530,29,3145298,54,2883834,245,91,89.7,82.2,89.7
E92000001,England,nation,2022/2/13,65_69,2915275,2670859,28,2702709,17,2670859,28,2528208,130,92.7,91.6,86.7,91.6
E92000001,England,nation,2022/2/13,70_74,2850235,2677577,20,2700872,14,2677577,20,2582067,69,94.8,93.9,90.6,93.9
E92000001,England,nation,2022/2/13,75_79,2139023,2034960,10,2049978,3,2034960,10,1972411,51,95.8,95.1,92.2,95.1
E92000001,England,nation,2022/2/13,80_84,1416124,1349308,3,1358556,2,1349308,3,1299511,40,95.9,95.3,91.8,95.3
E92000001,England,nation,2022/2/13,85_89,862110,821255,2,826950,0,821255,2,786327,32,95.9,95.3,91.2,95.3
E92000001,England,nation,2022/2/13,90+,471630,441357,0,444751,1,441357,0,419366,17,94.3,93.6,88.9,93.6
E92000001,England,nation,2022/2/12,12_15,2888279,648940,12320,1600091,3738,648940,12320,3788,221,55.4,22.5,0.1,22.5
E92000001,England,nation,2022/2/12,16_17,1376450,668679,1999,924533,697,668679,1999,92620,1556,67.2,48.6,6.7,48.6
E92000001,England,nation,2022/2/12,18_24,5416136,3418129,2639,3854463,1614,3418129,2639,1815030,6597,71.2,63.1,33.5,63.1
E92000001,England,nation,2022/2/12,25_29,4559729,2835909,1786,3107919,897,2835909,1786,1633190,5253,68.2,62.2,35.8,62.2
E92000001,England,nation,2022/2/12,30_34,4854858,3149795,1403,3391337,718,3149795,1403,1979839,4839,69.9,64.9,40.8,64.9
E92000001,England,nation,2022/2/12,35_39,4602178,3185767,935,3368414,462,3185767,935,2189589,4348,73.2,69.2,47.6,69.2
E92000001,England,nation,2022/2/12,40_44,4219362,3150874,581,3285625,270,3150874,581,2364312,3300,77.9,74.7,56,74.7
E92000001,England,nation,2022/2/12,45_49,4000916,3213820,425,3314396,188,3213820,425,2586672,2777,82.8,80.3,64.7,80.3
E92000001,England,nation,2022/2/12,50_54,4250390,3619266,301,3702251,130,3619266,301,3110725,1857,87.1,85.2,73.2,85.2
E92000001,England,nation,2022/2/12,55_59,4121728,3617781,237,3684057,106,3617781,237,3217262,1330,89.4,87.8,78.1,87.8
E92000001,England,nation,2022/2/12,60_64,3506987,3145244,125,3192501,70,3145244,125,2883589,735,91,89.7,82.2,89.7
E92000001,England,nation,2022/2/12,65_69,2915275,2670831,73,2702692,47,2670831,73,2528078,362,92.7,91.6,86.7,91.6
E92000001,England,nation,2022/2/12,70_74,2850235,2677557,40,2700858,30,2677557,40,2581998,201,94.8,93.9,90.6,93.9
E92000001,England,nation,2022/2/12,75_79,2139023,2034950,26,2049975,11,2034950,26,1972360,139,95.8,95.1,92.2,95.1
E92000001,England,nation,2022/2/12,80_84,1416124,1349305,27,1358554,4,1349305,27,1299471,97,95.9,95.3,91.8,95.3
E92000001,England,nation,2022/2/12,85_89,862110,821253,6,826950,5,821253,6,786295,64,95.9,95.3,91.2,95.3
E92000001,England,nation,2022/2/12,90+,471630,441357,5,444750,1,441357,5,419349,36,94.3,93.6,88.9,93.6
E92000001,England,nation,2022/2/11,12_15,2888279,636620,14062,1596353,3356,636620,14062,3567,85,55.3,22,0.1,22
E92000001,England,nation,2022/2/11,16_17,1376450,666680,1421,923836,555,666680,1421,91064,904,67.1,48.4,6.6,48.4
E92000001,England,nation,2022/2/11,18_24,5416136,3415490,2165,3852849,1406,3415490,2165,1808433,5851,71.1,63.1,33.4,63.1
E92000001,England,nation,2022/2/11,25_29,4559729,2834123,1437,3107022,847,2834123,1437,1627937,4703,68.1,62.2,35.7,62.2
E92000001,England,nation,2022/2/11,30_34,4854858,3148392,1258,3390619,616,3148392,1258,1975000,4642,69.8,64.9,40.7,64.9
E92000001,England,nation,2022/2/11,35_39,4602178,3184832,901,3367952,461,3184832,901,2185241,4005,73.2,69.2,47.5,69.2
E92000001,England,nation,2022/2/11,40_44,4219362,3150293,540,3285355,264,3150293,540,2361012,2958,77.9,74.7,56,74.7
