areaCode,areaName,areaType,date,age,rate,value
E92000001,England,nation,2021-09-27,85+,6422.9,90333
E92000001,England,nation,2021-09-27,65_to_84,2021.9,183138
E92000001,England,nation,2021-09-26,18_to_64,521.9,177404
E92000001,England,nation,2021-09-26,0_to_5,120.9,4749
E92000001,England,nation,2021-09-26,6_to_17,57.9,4727
E92000001,England,nation,2021-09-26,85+,6416.9,90248
E92000001,England,nation,2021-09-26,65_to_84,2019.3,182899
E92000001,England,nation,2021-09-25,18_to_64,521.1,177146
E92000001,England,nation,2021-09-25,0_to_5,120.5,4734
E92000001,England,nation,2021-09-25,6_to_17,57.7,4708
E92000001,England,nation,2021-09-25,85+,6411.5,90172
E92000001,England,nation,2021-09-25,65_to_84,2017.4,182732
E92000001,England,nation,2021-09-24,18_to_64,520.5,176930
E92000001,England,nation,2021-09-24,0_to_5,120.1,4718
E92000001,England,nation,2021-09-24,6_to_17,57.5,4695
E92000001,England,nation,2021-09-24,85+,6405.7,90090
E92000001,England,nation,2021-09-24,65_to_84,2015.3,182539
E92000001,England,nation,2021-09-23,18_to_64,519.8,176692
E92000001,England,nation,2021-09-23,0_to_5,119.7,4701
E92000001,England,nation,2021-09-23,6_to_17,57.3,4677
E92000001,England,nation,2021-09-23,85+,6400.1,90011
E92000001,England,nation,2021-09-23,65_to_84,2013.0,182334
E92000001,England,nation,2021-09-22,18_to_64,519.0,176429
E92000001,England,nation,2021-09-22,0_to_5,119.4,4692
E92000001,England,nation,2021-09-22,6_to_17,57.1,4659
E92000001,England,nation,2021-09-22,85+,6393.8,89923
E92000001,England,nation,2021-09-22,65_to_84,2010.9,182135
E92000001,England,nation,2021-09-21,18_to_64,518.3,176179
E92000001,England,nation,2021-09-21,0_to_5,119.3,4686
E92000001,England,nation,2021-09-21,6_to_17,56.7,4631
E92000001,England,nation,2021-09-21,85+,6387.2,89830
E92000001,England,nation,2021-09-21,65_to_84,2008.7,181941
E92000001,England,nation,2021-09-20,18_to_64,517.5,175909
E92000001,England,nation,2021-09-20,0_to_5,118.8,4668
E92000001,England,nation,2021-09-20,6_to_17,56.4,4605
E92000001,England,nation,2021-09-20,85+,6381.7,89753
E92000001,England,nation,2021-09-20,65_to_84,2006.4,181730
E92000001,England,nation,2021-09-19,18_to_64,516.7,175634
E92000001,England,nation,2021-09-19,0_to_5,118.3,4648
E92000001,England,nation,2021-09-19,6_to_17,56.2,4589
E92000001,England,nation,2021-09-19,85+,6376.0,89673
E92000001,England,nation,2021-09-19,65_to_84,2004.0,181515
E92000001,England,nation,2021-09-18,18_to_64,515.9,175377
E92000001,England,nation,2021-09-18,0_to_5,118.1,4638
E92000001,England,nation,2021-09-18,6_to_17,56.0,4573
E92000001,England,nation,2021-09-18,85+,6371.1,89604
E92000001,England,nation,2021-09-18,65_to_84,2001.6,181300
E92000001,England,nation,2021-09-17,18_to_64,515.2,175131
E92000001,England,nation,2021-09-17,0_to_5,117.6,4619
E92000001,England,nation,2021-09-17,6_to_17,55.9,4564
E92000001,England,nation,2021-09-17,85+,6365.9,89531
E92000001,England,nation,2021-09-17,65_to_84,1999.3,181087
E92000001,England,nation,2021-09-16,18_to_64,514.5,174879
E92000001,England,nation,2021-09-16,0_to_5,117.2,4606
E92000001,England,nation,2021-09-16,6_to_17,55.7,4550
E92000001,England,nation,2021-09-16,85+,6360.2,89451
E92000001,England,nation,2021-09-16,65_to_84,1997.3,180906
E92000001,England,nation,2021-09-15,18_to_64,513.5,174567
E92000001,England,nation,2021-09-15,0_to_5,116.7,4584
E92000001,England,nation,2021-09-15,6_to_17,55.6,4537
E92000001,England,nation,2021-09-15,85+,6354.5,89370
E92000001,England,nation,2021-09-15,65_to_84,1994.6,180662
E92000001,England,nation,2021-09-14,18_to_64,512.7,174269
E92000001,England,nation,2021-09-14,0_to_5,116.5,4575
E92000001,England,nation,2021-09-14,6_to_17,55.3,4515
E92000001,England,nation,2021-09-14,85+,6346.9,89264
E92000001,England,nation,2021-09-14,65_to_84,1991.8,180406
E92000001,England,nation,2021-09-13,18_to_64,511.7,173949
E92000001,England,nation,2021-09-13,0_to_5,116.1,4562
E92000001,England,nation,2021-09-13,6_to_17,55.1,4500
E92000001,England,nation,2021-09-13,85+,6341.5,89187
E92000001,England,nation,2021-09-13,65_to_84,1988.7,180130
E92000001,England,nation,2021-09-12,18_to_64,510.8,173634
E92000001,England,nation,2021-09-12,0_to_5,115.9,4553
E92000001,England,nation,2021-09-12,6_to_17,54.9,4482
E92000001,England,nation,2021-09-12,85+,6334.8,89093
E92000001,England,nation,2021-09-12,65_to_84,1985.9,179878
E92000001,England,nation,2021-09-11,18_to_64,510.0,173348
E92000001,England,nation,2021-09-11,0_to_5,115.4,4535
E92000001,England,nation,2021-09-11,6_to_17,54.7,4465
E92000001,England,nation,2021-09-11,85+,6328.5,89005
E92000001,England,nation,2021-09-11,65_to_84,1983.2,179629
E92000001,England,nation,2021-09-10,18_to_64,509.2,173087
E92000001,England,nation,2021-09-10,0_to_5,114.9,4514
E92000001,England,nation,2021-09-10,6_to_17,54.4,4445
E92000001,England,nation,2021-09-10,85+,6320.8,88896
E92000001,England,nation,2021-09-10,65_to_84,1980.6,179393
E92000001,England,nation,2021-09-09,18_to_64,508.3,172774
E92000001,England,nation,2021-09-09,0_to_5,114.5,4497
E92000001,England,nation,2021-09-09,6_to_17,54.3,4430
E92000001,England,nation,2021-09-09,85+,6315.5,88822
E92000001,England,nation,2021-09-09,65_to_84,1977.7,179136
E92000001,England,nation,2021-09-08,18_to_64,507.2,172399
E92000001,England,nation,2021-09-08,0_to_5,114.0,4477
E92000001,England,nation,2021-09-08,6_to_17,54.0,4406
E92000001,England,nation,2021-09-08,85+,6308.5,88723
E92000001,England,nation,2021-09-08,65_to_84,1974.8,178867
E92000001,England,nation,2021-09-07,18_to_64,506.0,171989
E92000001,England,nation,2021-09-07,0_to_5,113.6,4461
E92000001,England,nation,2021-09-07,6_to_17,53.7,4381
E92000001,England,nation,2021-09-07,85+,6299.8,88601
E92000001,England,nation,2021-09-07,65_to_84,1971.2,178540
E92000001,England,nation,2021-09-06,18_to_64,504.9,171631
E92000001,England,nation,2021-09-06,0_to_5,113.1,4445
E92000001,England,nation,2021-09-06,6_to_17,53.4,4362
E92000001,England,nation,2021-09-06,85+,6292.3,88496
E92000001,England,nation,2021-09-06,65_to_84,1967.8,178237
E92000001,England,nation,2021-09-05,18_to_64,503.8,171260
E92000001,England,nation,2021-09-05,0_to_5,112.6,4422
E92000001,England,nation,2021-09-05,6_to_17,53.1,4333
E92000001,England,nation,2021-09-05,85+,6284.3,88383
E92000001,England,nation,2021-09-05,65_to_84,1964.6,177942
E92000001,England,nation,2021-09-04,18_to_64,502.9,170942
E92000001,England,nation,2021-09-04,0_to_5,112.2,4406
E92000001,England,nation,2021-09-04,6_to_17,52.8,4311
E92000001,England,nation,2021-09-04,85+,6278.0,88295
E92000001,England,nation,2021-09-04,65_to_84,1961.8,177695
E92000001,England,nation,2021-09-03,18_to_64,501.8,170581
E92000001,England,nation,2021-09-03,0_to_5,111.6,4385
E92000001,England,nation,2021-09-03,6_to_17,52.6,4297
E92000001,England,nation,2021-09-03,85+,6271.1,88197
E92000001,England,nation,2021-09-03,65_to_84,1959.0,177439
E92000001,England,nation,2021-09-02,18_to_64,500.9,170255
E92000001,England,nation,2021-09-02,0_to_5,111.2,4369
E92000001,England,nation,2021-09-02,6_to_17,52.4,4279
E92000001,England,nation,2021-09-02,85+,6265.7,88122
E92000001,England,nation,2021-09-02,65_to_84,1956.2,177186
E92000001,England,nation,2021-09-01,18_to_64,499.7,169879
E92000001,England,nation,2021-09-01,0_to_5,110.6,4347
E92000001,England,nation,2021-09-01,6_to_17,52.0,4249
E92000001,England,nation,2021-09-01,85+,6257.7,88009
E92000001,England,nation,2021-09-01,65_to_84,1953.5,176939
E92000001,England,nation,2021-08-31,18_to_64,498.6,169476
E92000001,England,nation,2021-08-31,0_to_5,110.1,4324
E92000001,England,nation,2021-08-31,6_to_17,51.8,4227
E92000001,England,nation,2021-08-31,85+,6251.0,87914
E92000001,England,nation,2021-08-31,65_to_84,1950.3,176647
E92000001,England,nation,2021-08-30,18_to_64,497.4,169095
E92000001,England,nation,2021-08-30,0_to_5,109.6,4307
E92000001,England,nation,2021-08-30,6_to_17,51.5,4204
E92000001,England,nation,2021-08-30,85+,6243.3,87806
E92000001,England,nation,2021-08-30,65_to_84,1947.3,176379
E92000001,England,nation,2021-08-29,18_to_64,496.3,168690
E92000001,England,nation,2021-08-29,0_to_5,109.1,4288
E92000001,England,nation,2021-08-29,6_to_17,51.2,4184
E92000001,England,nation,2021-08-29,85+,6235.7,87699
E92000001,England,nation,2021-08-29,65_to_84,1944.5,176122
E92000001,England,nation,2021-08-28,18_to_64,495.3,168355
E92000001,England,nation,2021-08-28,0_to_5,108.5,4262
E92000001,England,nation,2021-08-28,6_to_17,51.0,4165
E92000001,England,nation,2021-08-28,85+,6228.8,87603
E92000001,England,nation,2021-08-28,65_to_84,1942.0,175897
E92000001,England,nation,2021-08-27,18_to_64,494.3,168023
E92000001,England,nation,2021-08-27,0_to_5,107.8,4236
E92000001,England,nation,2021-08-27,6_to_17,50.8,4149
E92000001,England,nation,2021-08-27,85+,6222.7,87517
E92000001,England,nation,2021-08-27,65_to_84,1939.5,175669
E92000001,England,nation,2021-08-26,18_to_64,493.2,167641
E92000001,England,nation,2021-08-26,0_to_5,107.4,4219
E92000001,England,nation,2021-08-26,6_to_17,50.6,4130
E92000001,England,nation,2021-08-26,85+,6215.9,87421
E92000001,England,nation,2021-08-26,65_to_84,1936.9,175434
E92000001,England,nation,2021-08-25,18_to_64,492.0,167254
E92000001,England,nation,2021-08-25,0_to_5,107.0,4202
E92000001,England,nation,2021-08-25,6_to_17,50.4,4115
E92000001,England,nation,2021-08-25,85+,6209.0,87324
E92000001,England,nation,2021-08-25,65_to_84,1934.0,175173
E92000001,England,nation,2021-08-24,18_to_64,490.8,166851
E92000001,England,nation,2021-08-24,0_to_5,106.4,4180
E92000001,England,nation,2021-08-24,6_to_17,50.0,4086
E92000001,England,nation,2021-08-24,85+,6200.8,87208
E92000001,England,nation,2021-08-24,65_to_84,1931.0,174900
E92000001,England,nation,2021-08-23,18_to_64,489.6,166432
E92000001,England,nation,2021-08-23,0_to_5,105.8,4157
E92000001,England,nation,2021-08-23,6_to_17,49.8,4065
E92000001,England,nation,2021-08-23,85+,6194.6,87121
E92000001,England,nation,2021-08-23,65_to_84,1928.0,174632
E92000001,England,nation,2021-08-22,18_to_64,488.4,166021
E92000001,England,nation,2021-08-22,0_to_5,105.0,4126
E92000001,England,nation,2021-08-22,6_to_17,49.5,4041
E92000001,England,nation,2021-08-22,85+,6188.0,87029
E92000001,England,nation,2021-08-22,65_to_84,1925.0,174359
E92000001,England,nation,2021-08-21,18_to_64,487.3,165663
E92000001,England,nation,2021-08-21,0_to_5,104.3,4099
E92000001,England,nation,2021-08-21,6_to_17,49.3,4025
E92000001,England,nation,2021-08-21,85+,6181.8,86941
E92000001,England,nation,2021-08-21,65_to_84,1922.4,174122
E92000001,England,nation,2021-08-20,18_to_64,486.3,165297
E92000001,England,nation,2021-08-20,0_to_5,103.9,4082
E92000001,England,nation,2021-08-20,6_to_17,49.1,4008
E92000001,England,nation,2021-08-20,85+,6174.8,86843
E92000001,England,nation,2021-08-20,65_to_84,1919.5,173863
E92000001,England,nation,2021-08-19,18_to_64,485.2,164922
E92000001,England,nation,2021-08-19,0_to_5,103.5,4066
E92000001,England,nation,2021-08-19,6_to_17,48.8,3986
E92000001,England,nation,2021-08-19,85+,6169.8,86773
E92000001,England,nation,2021-08-19,65_to_84,1916.8,173613
E92000001,England,nation,2021-08-18,18_to_64,483.9,164481
E92000001,England,nation,2021-08-18,0_to_5,102.8,4040
E92000001,England,nation,2021-08-18,6_to_17,48.4,3955
E92000001,England,nation,2021-08-18,85+,6164.6,86699
E92000001,England,nation,2021-08-18,65_to_84,1914.0,173361
E92000001,England,nation,2021-08-17,18_to_64,482.7,164075
E92000001,England,nation,2021-08-17,0_to_5,102.2,4016
E92000001,England,nation,2021-08-17,6_to_17,48.2,3939
E92000001,England,nation,2021-08-17,85+,6158.5,86614
E92000001,England,nation,2021-08-17,65_to_84,1911.1,173097
E92000001,England,nation,2021-08-16,18_to_64,481.4,163642
E92000001,England,nation,2021-08-16,0_to_5,101.7,3994
E92000001,England,nation,2021-08-16,6_to_17,48.0,3919
E92000001,England,nation,2021-08-16,85+,6152.1,86524
E92000001,England,nation,2021-08-16,65_to_84,1908.1,172830
E92000001,England,nation,2021-08-15,18_to_64,480.3,163273
E92000001,England,nation,2021-08-15,0_to_5,101.2,3976
E92000001,England,nation,2021-08-15,6_to_17,47.8,3899
E92000001,England,nation,2021-08-15,85+,6145.5,86431
E92000001,England,nation,2021-08-15,65_to_84,1905.1,172554
E92000001,England,nation,2021-08-14,18_to_64,479.3,162923
E92000001,England,nation,2021-08-14,0_to_5,100.7,3955
E92000001,England,nation,2021-08-14,6_to_17,47.5,3876
E92000001,England,nation,2021-08-14,85+,6138.8,86337
E92000001,England,nation,2021-08-14,65_to_84,1902.5,172323
E92000001,England,nation,2021-08-13,18_to_64,478.2,162560
E92000001,England,nation,2021-08-13,0_to_5,100.1,3933
E92000001,England,nation,2021-08-13,6_to_17,47.3,3862
E92000001,England,nation,2021-08-13,85+,6133.4,86261
E92000001,England,nation,2021-08-13,65_to_84,1900.2,172109
E92000001,England,nation,2021-08-12,18_to_64,477.2,162212
E92000001,England,nation,2021-08-12,0_to_5,99.7,3918
E92000001,England,nation,2021-08-12,6_to_17,47.0,3838
E92000001,England,nation,2021-08-12,85+,6127.9,86184
E92000001,England,nation,2021-08-12,65_to_84,1897.6,171879
E92000001,England,nation,2021-08-11,18_to_64,475.9,161786
E92000001,England,nation,2021-08-11,0_to_5,99.2,3897
E92000001,England,nation,2021-08-11,6_to_17,46.7,3814
E92000001,England,nation,2021-08-11,85+,6122.9,86113
E92000001,England,nation,2021-08-11,65_to_84,1895.2,171663
E92000001,England,nation,2021-08-10,18_to_64,474.8,161388
E92000001,England,nation,2021-08-10,0_to_5,98.6,3874
E92000001,England,nation,2021-08-10,6_to_17,46.6,3803
E92000001,England,nation,2021-08-10,85+,6117.8,86042
E92000001,England,nation,2021-08-10,65_to_84,1892.5,171419
E92000001,England,nation,2021-08-09,18_to_64,473.5,160950
E92000001,England,nation,2021-08-09,0_to_5,98.2,3858
E92000001,England,nation,2021-08-09,6_to_17,46.3,3784
E92000001,England,nation,2021-08-09,85+,6112.8,85971
E92000001,England,nation,2021-08-09,65_to_84,1890.2,171203
E92000001,England,nation,2021-08-08,18_to_64,472.5,160600
E92000001,England,nation,2021-08-08,0_to_5,97.6,3835
E92000001,England,nation,2021-08-08,6_to_17,46.1,3764
E92000001,England,nation,2021-08-08,85+,6107.7,85900
E92000001,England,nation,2021-08-08,65_to_84,1887.9,171002
E92000001,England,nation,2021-08-07,18_to_64,471.4,160227
E92000001,England,nation,2021-08-07,0_to_5,97.2,3817
E92000001,England,nation,2021-08-07,6_to_17,45.8,3741
E92000001,England,nation,2021-08-07,85+,6102.5,85826
E92000001,England,nation,2021-08-07,65_to_84,1886.1,170839
E92000001,England,nation,2021-08-06,18_to_64,470.3,159875
E92000001,England,nation,2021-08-06,0_to_5,96.8,3804
E92000001,England,nation,2021-08-06,6_to_17,45.6,3721
E92000001,England,nation,2021-08-06,85+,6097.8,85760
E92000001,England,nation,2021-08-06,65_to_84,1884.2,170660
E92000001,England,nation,2021-08-05,18_to_64,469.2,159504
E92000001,England,nation,2021-08-05,0_to_5,96.3,3783
E92000001,England,nation,2021-08-05,6_to_17,45.4,3705
E92000001,England,nation,2021-08-05,85+,6094.5,85714
E92000001,England,nation,2021-08-05,65_to_84,1881.9,170457
E92000001,England,nation,2021-08-04,18_to_64,468.0,159087
E92000001,England,nation,2021-08-04,0_to_5,95.7,3759
E92000001,England,nation,2021-08-04,6_to_17,45.1,3686
E92000001,England,nation,2021-08-04,85+,6091.2,85667
E92000001,England,nation,2021-08-04,65_to_84,1879.9,170271
E92000001,England,nation,2021-08-03,18_to_64,466.8,158668
E92000001,England,nation,2021-08-03,0_to_5,95.1,3735
E92000001,England,nation,2021-08-03,6_to_17,44.9,3664
E92000001,England,nation,2021-08-03,85+,6085.6,85588
E92000001,England,nation,2021-08-03,65_to_84,1877.6,170070
E92000001,England,nation,2021-08-02,18_to_64,465.6,158274
E92000001,England,nation,2021-08-02,0_to_5,94.5,3713
E92000001,England,nation,2021-08-02,6_to_17,44.7,3650
E92000001,England,nation,2021-08-02,85+,6081.0,85524
E92000001,England,nation,2021-08-02,65_to_84,1875.6,169884
E92000001,England,nation,2021-08-01,18_to_64,464.4,157865
E92000001,England,nation,2021-08-01,0_to_5,94.1,3696
E92000001,England,nation,2021-08-01,6_to_17,44.5,3635
E92000001,England,nation,2021-08-01,85+,6077.0,85468
E92000001,England,nation,2021-08-01,65_to_84,1873.5,169695
E92000001,England,nation,2021-07-31,18_to_64,463.3,157498
E92000001,England,nation,2021-07-31,0_to_5,93.4,3669
E92000001,England,nation,2021-07-31,6_to_17,44.3,3613
E92000001,England,nation,2021-07-31,85+,6073.0,85411
E92000001,England,nation,2021-07-31,65_to_84,1871.6,169526
E92000001,England,nation,2021-07-30,18_to_64,462.3,157157
E92000001,England,nation,2021-07-30,0_to_5,92.9,3649
E92000001,England,nation,2021-07-30,6_to_17,44.1,3597
E92000001,England,nation,2021-07-30,85+,6068.6,85350
E92000001,England,nation,2021-07-30,65_to_84,1869.9,169371
E92000001,England,nation,2021-07-29,18_to_64,461.1,156754
E92000001,England,nation,2021-07-29,0_to_5,92.4,3632
E92000001,England,nation,2021-07-29,6_to_17,43.9,3581
E92000001,England,nation,2021-07-29,85+,6065.2,85302
E92000001,England,nation,2021-07-29,65_to_84,1868.1,169206
E92000001,England,nation,2021-07-28,18_to_64,459.8,156291
E92000001,England,nation,2021-07-28,0_to_5,91.9,3610
E92000001,England,nation,2021-07-28,6_to_17,43.6,3557
E92000001,England,nation,2021-07-28,85+,6060.9,85241
E92000001,England,nation,2021-07-28,65_to_84,1866.0,169018
E92000001,England,nation,2021-07-27,18_to_64,458.4,155831
E92000001,England,nation,2021-07-27,0_to_5,91.5,3595
E92000001,England,nation,2021-07-27,6_to_17,43.3,3538
E92000001,England,nation,2021-07-27,85+,6057.4,85192
E92000001,England,nation,2021-07-27,65_to_84,1864.0,168834
E92000001,England,nation,2021-07-26,18_to_64,456.9,155318
E92000001,England,nation,2021-07-26,0_to_5,90.8,3566
E92000001,England,nation,2021-07-26,6_to_17,43.1,3520
E92000001,England,nation,2021-07-26,85+,6052.9,85128
E92000001,England,nation,2021-07-26,65_to_84,1861.9,168642
E92000001,England,nation,2021-07-25,18_to_64,455.5,154828
E92000001,England,nation,2021-07-25,0_to_5,90.1,3538
E92000001,England,nation,2021-07-25,6_to_17,42.8,3491
E92000001,England,nation,2021-07-25,85+,6046.9,85044
E92000001,England,nation,2021-07-25,65_to_84,1859.8,168451
E92000001,England,nation,2021-07-24,18_to_64,454.0,154313
E92000001,England,nation,2021-07-24,0_to_5,89.2,3505
E92000001,England,nation,2021-07-24,6_to_17,42.4,3465
E92000001,England,nation,2021-07-24,85+,6042.1,84976
E92000001,England,nation,2021-07-24,65_to_84,1857.6,168257
E92000001,England,nation,2021-07-23,18_to_64,452.6,153850
E92000001,England,nation,2021-07-23,0_to_5,88.8,3487
E92000001,England,nation,2021-07-23,6_to_17,42.1,3438
E92000001,England,nation,2021-07-23,85+,6037.7,84915
E92000001,England,nation,2021-07-23,65_to_84,1855.8,168092
E92000001,England,nation,2021-07-22,18_to_64,451.2,153391
E92000001,England,nation,2021-07-22,0_to_5,88.4,3472
E92000001,England,nation,2021-07-22,6_to_17,41.8,3410
E92000001,England,nation,2021-07-22,85+,6032.2,84838
E92000001,England,nation,2021-07-22,65_to_84,1854.2,167946
E92000001,England,nation,2021-07-21,18_to_64,449.7,152864
E92000001,England,nation,2021-07-21,0_to_5,87.8,3449
E92000001,England,nation,2021-07-21,6_to_17,41.3,3376
E92000001,England,nation,2021-07-21,85+,6028.2,84781
E92000001,England,nation,2021-07-21,65_to_84,1852.2,167762
E92000001,England,nation,2021-07-20,18_to_64,448.3,152405
E92000001,England,nation,2021-07-20,0_to_5,87.2,3424
E92000001,England,nation,2021-07-20,6_to_17,41.0,3348
E92000001,England,nation,2021-07-20,85+,6022.4,84700
E92000001,England,nation,2021-07-20,65_to_84,1850.1,167572
E92000001,England,nation,2021-07-19,18_to_64,446.9,151901
E92000001,England,nation,2021-07-19,0_to_5,86.5,3399
E92000001,England,nation,2021-07-19,6_to_17,40.6,3317
E92000001,England,nation,2021-07-19,85+,6018.6,84646
E92000001,England,nation,2021-07-19,65_to_84,1848.0,167381
E92000001,England,nation,2021-07-18,18_to_64,445.5,151445
E92000001,England,nation,2021-07-18,0_to_5,85.8,3370
E92000001,England,nation,2021-07-18,6_to_17,40.3,3294
E92000001,England,nation,2021-07-18,85+,6015.1,84597
E92000001,England,nation,2021-07-18,65_to_84,1845.8,167186
E92000001,England,nation,2021-07-17,18_to_64,444.2,151003
E92000001,England,nation,2021-07-17,0_to_5,85.2,3347
E92000001,England,nation,2021-07-17,6_to_17,40.2,3280
E92000001,England,nation,2021-07-17,85+,6009.9,84524
E92000001,England,nation,2021-07-17,65_to_84,1844.2,167040
E92000001,England,nation,2021-07-16,18_to_64,443.1,150620
E92000001,England,nation,2021-07-16,0_to_5,84.7,3327
E92000001,England,nation,2021-07-16,6_to_17,40.0,3263
E92000001,England,nation,2021-07-16,85+,6005.6,84463
E92000001,England,nation,2021-07-16,65_to_84,1842.6,166900
E92000001,England,nation,2021-07-15,18_to_64,441.9,150229
E92000001,England,nation,2021-07-15,0_to_5,84.2,3309
E92000001,England,nation,2021-07-15,6_to_17,39.7,3245
E92000001,England,nation,2021-07-15,85+,6002.3,84417
E92000001,England,nation,2021-07-15,65_to_84,1841.3,166781
E92000001,England,nation,2021-07-14,18_to_64,440.7,149796
E92000001,England,nation,2021-07-14,0_to_5,83.8,3292
E92000001,England,nation,2021-07-14,6_to_17,39.5,3225
E92000001,England,nation,2021-07-14,85+,5999.0,84370
E92000001,England,nation,2021-07-14,65_to_84,1839.8,166640
E92000001,England,nation,2021-07-13,18_to_64,439.5,149385
E92000001,England,nation,2021-07-13,0_to_5,83.3,3274
E92000001,England,nation,2021-07-13,6_to_17,39.3,3207
E92000001,England,nation,2021-07-13,85+,5995.5,84322
E92000001,England,nation,2021-07-13,65_to_84,1838.2,166499
E92000001,England,nation,2021-07-12,18_to_64,438.3,148984
E92000001,England,nation,2021-07-12,0_to_5,82.8,3253
E92000001,England,nation,2021-07-12,6_to_17,39.0,3186
E92000001,England,nation,2021-07-12,85+,5992.6,84281
E92000001,England,nation,2021-07-12,65_to_84,1836.7,166362
E92000001,England,nation,2021-07-11,18_to_64,437.2,148619
E92000001,England,nation,2021-07-11,0_to_5,82.1,3226
E92000001,England,nation,2021-07-11,6_to_17,38.7,3159
E92000001,England,nation,2021-07-11,85+,5988.7,84226
E92000001,England,nation,2021-07-11,65_to_84,1835.2,166226
E92000001,England,nation,2021-07-10,18_to_64,436.3,148311
E92000001,England,nation,2021-07-10,0_to_5,81.6,3204
E92000001,England,nation,2021-07-10,6_to_17,38.5,3146
E92000001,England,nation,2021-07-10,85+,5984.7,84170
E92000001,England,nation,2021-07-10,65_to_84,1834.1,166123
E92000001,England,nation,2021-07-09,18_to_64,435.4,148016
E92000001,England,nation,2021-07-09,0_to_5,81.4,3197
E92000001,England,nation,2021-07-09,6_to_17,38.4,3133
E92000001,England,nation,2021-07-09,85+,5982.5,84138
E92000001,England,nation,2021-07-09,65_to_84,1833.0,166028
E92000001,England,nation,2021-07-08,18_to_64,434.6,147730
E92000001,England,nation,2021-07-08,0_to_5,80.9,3179
E92000001,England,nation,2021-07-08,6_to_17,38.2,3122
E92000001,England,nation,2021-07-08,85+,5979.5,84096
E92000001,England,nation,2021-07-08,65_to_84,1832.0,165934
E92000001,England,nation,2021-07-07,18_to_64,433.7,147417
E92000001,England,nation,2021-07-07,0_to_5,80.7,3172
E92000001,England,nation,2021-07-07,6_to_17,38.1,3111
E92000001,England,nation,2021-07-07,85+,5976.5,84054
E92000001,England,nation,2021-07-07,65_to_84,1830.7,165819
E92000001,England,nation,2021-07-06,18_to_64,432.8,147112
E92000001,England,nation,2021-07-06,0_to_5,80.5,3164
E92000001,England,nation,2021-07-06,6_to_17,38.0,3102
E92000001,England,nation,2021-07-06,85+,5973.8,84016
E92000001,England,nation,2021-07-06,65_to_84,1829.6,165718
E92000001,England,nation,2021-07-05,18_to_64,431.9,146825
E92000001,England,nation,2021-07-05,0_to_5,80.2,3152
E92000001,England,nation,2021-07-05,6_to_17,37.8,3090
E92000001,England,nation,2021-07-05,85+,5971.0,83977
E92000001,England,nation,2021-07-05,65_to_84,1828.4,165610
E92000001,England,nation,2021-07-04,18_to_64,431.2,146564
E92000001,England,nation,2021-07-04,0_to_5,79.8,3137
E92000001,England,nation,2021-07-04,6_to_17,37.7,3081
E92000001,England,nation,2021-07-04,85+,5968.0,83935
E92000001,England,nation,2021-07-04,65_to_84,1827.4,165521
E92000001,England,nation,2021-07-03,18_to_64,430.4,146316
E92000001,England,nation,2021-07-03,0_to_5,79.5,3122
E92000001,England,nation,2021-07-03,6_to_17,37.6,3066
E92000001,England,nation,2021-07-03,85+,5965.8,83903
E92000001,England,nation,2021-07-03,65_to_84,1826.5,165441
E92000001,England,nation,2021-07-02,18_to_64,429.8,146113
E92000001,England,nation,2021-07-02,0_to_5,79.3,3115
E92000001,England,nation,2021-07-02,6_to_17,37.4,3054
E92000001,England,nation,2021-07-02,85+,5964.0,83878
E92000001,England,nation,2021-07-02,65_to_84,1825.8,165373
E92000001,England,nation,2021-07-01,18_to_64,429.3,145931
E92000001,England,nation,2021-07-01,0_to_5,79.1,3109
E92000001,England,nation,2021-07-01,6_to_17,37.2,3039
E92000001,England,nation,2021-07-01,85+,5961.7,83846
E92000001,England,nation,2021-07-01,65_to_84,1825.1,165309
E92000001,England,nation,2021-06-30,18_to_64,428.8,145759
E92000001,England,nation,2021-06-30,0_to_5,78.9,3098
E92000001,England,nation,2021-06-30,6_to_17,37.1,3031
E92000001,England,nation,2021-06-30,85+,5959.6,83816
E92000001,England,nation,2021-06-30,65_to_84,1824.3,165240
E92000001,England,nation,2021-06-29,18_to_64,428.2,145550
E92000001,England,nation,2021-06-29,0_to_5,78.5,3083
E92000001,England,nation,2021-06-29,6_to_17,37.0,3023
E92000001,England,nation,2021-06-29,85+,5957.8,83791
E92000001,England,nation,2021-06-29,65_to_84,1823.5,165168
E92000001,England,nation,2021-06-28,18_to_64,427.7,145384
E92000001,England,nation,2021-06-28,0_to_5,78.0,3066
E92000001,England,nation,2021-06-28,6_to_17,36.9,3013
E92000001,England,nation,2021-06-28,85+,5956.4,83772
E92000001,England,nation,2021-06-28,65_to_84,1822.8,165100
E92000001,England,nation,2021-06-27,18_to_64,427.2,145218
E92000001,England,nation,2021-06-27,0_to_5,77.9,3062
E92000001,England,nation,2021-06-27,6_to_17,36.8,3008
E92000001,England,nation,2021-06-27,85+,5955.0,83752
E92000001,England,nation,2021-06-27,65_to_84,1822.3,165053
E92000001,England,nation,2021-06-26,18_to_64,426.7,145063
E92000001,England,nation,2021-06-26,0_to_5,77.8,3057
E92000001,England,nation,2021-06-26,6_to_17,36.8,3005
E92000001,England,nation,2021-06-26,85+,5953.9,83736
E92000001,England,nation,2021-06-26,65_to_84,1821.7,165006
E92000001,England,nation,2021-06-25,18_to_64,426.3,144927
E92000001,England,nation,2021-06-25,0_to_5,77.5,3044
