areaCode,areaName,areaType,date,cumCasesBySpecimenDate,cumCasesBySpecimenDateRate,newCasesBySpecimenDate
E92000001,England,nation,2020-09-28,404833,715.9,8641
E92000001,England,nation,2020-09-27,396192,700.6,6084
E92000001,England,nation,2020-09-26,390108,689.8,5703
E92000001,England,nation,2020-09-25,384405,679.8,6105
E92000001,England,nation,2020-09-24,378300,669.0,6361
E92000001,England,nation,2020-09-23,371939,657.7,5933
E92000001,England,nation,2020-09-22,366006,647.2,5400
E92000001,England,nation,2020-09-21,360606,637.7,4727
E92000001,England,nation,2020-09-20,355879,629.3,4652
E92000001,England,nation,2020-09-19,351227,621.1,4215
E92000001,England,nation,2020-09-18,347012,613.6,4290
E92000001,England,nation,2020-09-17,342722,606.0,3979
E92000001,England,nation,2020-09-16,338743,599.0,3778
E92000001,England,nation,2020-09-15,334965,592.3,3057
E92000001,England,nation,2020-09-14,331908,586.9,2941
E92000001,England,nation,2020-09-13,328967,581.7,1722
E92000001,England,nation,2020-09-12,327245,578.7,2224
E92000001,England,nation,2020-09-11,325021,574.7,2893
E92000001,England,nation,2020-09-10,322128,569.6,3143
E92000001,England,nation,2020-09-09,318985,564.1,2893
E92000001,England,nation,2020-09-08,316092,559.0,3071
E92000001,England,nation,2020-09-07,313021,553.5,3530
E92000001,England,nation,2020-09-06,309491,547.3,2079
E92000001,England,nation,2020-09-05,307412,543.6,2200
E92000001,England,nation,2020-09-04,305212,539.7,2637
E92000001,England,nation,2020-09-03,302575,535.1,2716
E92000001,England,nation,2020-09-02,299859,530.3,2696
E92000001,England,nation,2020-09-01,297163,525.5,1962
E92000001,England,nation,2020-08-31,295201,522.0,1279
E92000001,England,nation,2020-08-30,293922,519.8,987
E92000001,England,nation,2020-08-29,292935,518.0,1051
E92000001,England,nation,2020-08-28,291884,516.2,1395
E92000001,England,nation,2020-08-27,290489,513.7,1356
E92000001,England,nation,2020-08-26,289133,511.3,1181
E92000001,England,nation,2020-08-25,287952,509.2,1085
E92000001,England,nation,2020-08-24,286867,507.3,1157
E92000001,England,nation,2020-08-23,285710,505.2,704
E92000001,England,nation,2020-08-22,285006,504.0,732
E92000001,England,nation,2020-08-21,284274,502.7,1031
E92000001,England,nation,2020-08-20,283243,500.9,1254
E92000001,England,nation,2020-08-19,281989,498.7,1109
E92000001,England,nation,2020-08-18,280880,496.7,955
E92000001,England,nation,2020-08-17,279925,495.0,1159
E92000001,England,nation,2020-08-16,278766,493.0,534
E92000001,England,nation,2020-08-15,278232,492.0,656
E92000001,England,nation,2020-08-14,277576,490.8,1059
E92000001,England,nation,2020-08-13,276517,489.0,1036
E92000001,England,nation,2020-08-12,275481,487.1,1126
E92000001,England,nation,2020-08-11,274355,485.2,1247
E92000001,England,nation,2020-08-10,273108,482.9,1375
E92000001,England,nation,2020-08-09,271733,480.5,569
E92000001,England,nation,2020-08-08,271164,479.5,648
E92000001,England,nation,2020-08-07,270516,478.4,892
E92000001,England,nation,2020-08-06,269624,476.8,1005
E92000001,England,nation,2020-08-05,268619,475.0,974
E92000001,England,nation,2020-08-04,267645,473.3,964
E92000001,England,nation,2020-08-03,266681,471.6,963
E92000001,England,nation,2020-08-02,265718,469.9,518
E92000001,England,nation,2020-08-01,265200,469.0,508
E92000001,England,nation,2020-07-31,264692,468.1,644
E92000001,England,nation,2020-07-30,264048,466.9,879
E92000001,England,nation,2020-07-29,263169,465.4,994
E92000001,England,nation,2020-07-28,262175,463.6,796
E92000001,England,nation,2020-07-27,261379,462.2,824
E92000001,England,nation,2020-07-26,260555,460.8,518
E92000001,England,nation,2020-07-25,260037,459.8,499
E92000001,England,nation,2020-07-24,259538,459.0,720
E92000001,England,nation,2020-07-23,258818,457.7,741
E92000001,England,nation,2020-07-22,258077,456.4,764
E92000001,England,nation,2020-07-21,257313,455.0,697
E92000001,England,nation,2020-07-20,256616,453.8,769
E92000001,England,nation,2020-07-19,255847,452.4,419
E92000001,England,nation,2020-07-18,255428,451.7,473
E92000001,England,nation,2020-07-17,254955,450.8,548
E92000001,England,nation,2020-07-16,254407,449.9,643
E92000001,England,nation,2020-07-15,253764,448.7,726
E92000001,England,nation,2020-07-14,253038,447.5,661
E92000001,England,nation,2020-07-13,252377,446.3,694
E92000001,England,nation,2020-07-12,251683,445.1,351
E92000001,England,nation,2020-07-11,251332,444.4,433
E92000001,England,nation,2020-07-10,250899,443.7,524
E92000001,England,nation,2020-07-09,250375,442.7,688
E92000001,England,nation,2020-07-08,249687,441.5,682
E92000001,England,nation,2020-07-07,249005,440.3,564
E92000001,England,nation,2020-07-06,248441,439.3,664
E92000001,England,nation,2020-07-05,247777,438.2,544
E92000001,England,nation,2020-07-04,247233,437.2,385
E92000001,England,nation,2020-07-03,246848,436.5,536
E92000001,England,nation,2020-07-02,246312,435.6,561
E92000001,England,nation,2020-07-01,245751,434.6,607
E92000001,England,nation,2020-06-30,245144,433.5,578
E92000001,England,nation,2020-06-29,244566,432.5,666
E92000001,England,nation,2020-06-28,243900,431.3,413
E92000001,England,nation,2020-06-27,243487,430.6,506
E92000001,England,nation,2020-06-26,242981,429.7,640
E92000001,England,nation,2020-06-25,242341,428.5,644
E92000001,England,nation,2020-06-24,241697,427.4,732
E92000001,England,nation,2020-06-23,240965,426.1,727
E92000001,England,nation,2020-06-22,240238,424.8,821
E92000001,England,nation,2020-06-21,239417,423.4,550
E92000001,England,nation,2020-06-20,238867,422.4,626
E92000001,England,nation,2020-06-19,238241,421.3,818
E92000001,England,nation,2020-06-18,237423,419.8,938
E92000001,England,nation,2020-06-17,236485,418.2,914
E92000001,England,nation,2020-06-16,235571,416.6,996
E92000001,England,nation,2020-06-15,234575,414.8,944
E92000001,England,nation,2020-06-14,233631,413.1,752
E92000001,England,nation,2020-06-13,232879,411.8,785
E92000001,England,nation,2020-06-12,232094,410.4,938
E92000001,England,nation,2020-06-11,231156,408.8,914
E92000001,England,nation,2020-06-10,230242,407.1,1086
E92000001,England,nation,2020-06-09,229156,405.2,1066
E92000001,England,nation,2020-06-08,228090,403.3,990
E92000001,England,nation,2020-06-07,227100,401.6,668
E92000001,England,nation,2020-06-06,226432,400.4,723
E92000001,England,nation,2020-06-05,225709,399.1,1020
E92000001,England,nation,2020-06-04,224689,397.3,1147
E92000001,England,nation,2020-06-03,223542,395.3,1251
E92000001,England,nation,2020-06-02,222291,393.1,1365
E92000001,England,nation,2020-06-01,220926,390.7,1318
E92000001,England,nation,2020-05-31,219608,388.3,984
E92000001,England,nation,2020-05-30,218624,386.6,1010
E92000001,England,nation,2020-05-29,217614,384.8,1374
E92000001,England,nation,2020-05-28,216240,382.4,1575
E92000001,England,nation,2020-05-27,214665,379.6,1616
E92000001,England,nation,2020-05-26,213049,376.7,1461
E92000001,England,nation,2020-05-25,211588,374.2,1389
E92000001,England,nation,2020-05-24,210199,371.7,1205
E92000001,England,nation,2020-05-23,208994,369.6,1307
E92000001,England,nation,2020-05-22,207687,367.3,1798
E92000001,England,nation,2020-05-21,205889,364.1,2277
E92000001,England,nation,2020-05-20,203612,360.1,2359
E92000001,England,nation,2020-05-19,201253,355.9,2602
E92000001,England,nation,2020-05-18,198651,351.3,2223
E92000001,England,nation,2020-05-17,196428,347.4,1592
E92000001,England,nation,2020-05-16,194836,344.5,1780
E92000001,England,nation,2020-05-15,193056,341.4,2144
E92000001,England,nation,2020-05-14,190912,337.6,2222
E92000001,England,nation,2020-05-13,188690,333.7,2899
E92000001,England,nation,2020-05-12,185791,328.5,2940
E92000001,England,nation,2020-05-11,182851,323.3,3089
E92000001,England,nation,2020-05-10,179762,317.9,2013
E92000001,England,nation,2020-05-09,177749,314.3,1797
E92000001,England,nation,2020-05-08,175952,311.1,2623
E92000001,England,nation,2020-05-07,173329,306.5,3206
E92000001,England,nation,2020-05-06,170123,300.8,3264
E92000001,England,nation,2020-05-05,166859,295.1,3146
E92000001,England,nation,2020-05-04,163713,289.5,2851
E92000001,England,nation,2020-05-03,160862,284.5,2648
E92000001,England,nation,2020-05-02,158214,279.8,2762
E92000001,England,nation,2020-05-01,155452,274.9,4109
E92000001,England,nation,2020-04-30,151343,267.6,4313
E92000001,England,nation,2020-04-29,147030,260.0,4737
E92000001,England,nation,2020-04-28,142293,251.6,4115
E92000001,England,nation,2020-04-27,138178,244.3,4056
E92000001,England,nation,2020-04-26,134122,237.2,3137
E92000001,England,nation,2020-04-25,130985,231.6,3381
E92000001,England,nation,2020-04-24,127604,225.6,4352
E92000001,England,nation,2020-04-23,123252,218.0,4575
E92000001,England,nation,2020-04-22,118677,209.9,4814
E92000001,England,nation,2020-04-21,113863,201.3,3996
E92000001,England,nation,2020-04-20,109867,194.3,3698
E92000001,England,nation,2020-04-19,106169,187.7,3494
E92000001,England,nation,2020-04-18,102675,181.6,4139
E92000001,England,nation,2020-04-17,98536,174.2,4089
E92000001,England,nation,2020-04-16,94447,167.0,4362
E92000001,England,nation,2020-04-15,90085,159.3,4239
E92000001,England,nation,2020-04-14,85846,151.8,3570
E92000001,England,nation,2020-04-13,82276,145.5,3463
E92000001,England,nation,2020-04-12,78813,139.4,2958
E92000001,England,nation,2020-04-11,75855,134.1,3086
E92000001,England,nation,2020-04-10,72769,128.7,3591
E92000001,England,nation,2020-04-09,69178,122.3,4076
E92000001,England,nation,2020-04-08,65102,115.1,4315
E92000001,England,nation,2020-04-07,60787,107.5,4606
E92000001,England,nation,2020-04-06,56181,99.3,4406
E92000001,England,nation,2020-04-05,51775,91.6,3095
E92000001,England,nation,2020-04-04,48680,86.1,3405
E92000001,England,nation,2020-04-03,45275,80.1,4101
E92000001,England,nation,2020-04-02,41174,72.8,4097
E92000001,England,nation,2020-04-01,37077,65.6,4150
E92000001,England,nation,2020-03-31,32927,58.2,3814
E92000001,England,nation,2020-03-30,29113,51.5,3514
E92000001,England,nation,2020-03-29,25599,45.3,2449
E92000001,England,nation,2020-03-28,23150,40.9,2380
E92000001,England,nation,2020-03-27,20770,36.7,2676
E92000001,England,nation,2020-03-26,18094,32.0,2633
E92000001,England,nation,2020-03-25,15461,27.3,2284
E92000001,England,nation,2020-03-24,13177,23.3,2042
E92000001,England,nation,2020-03-23,11135,19.7,2016
E92000001,England,nation,2020-03-22,9119,16.1,1216
E92000001,England,nation,2020-03-21,7903,14.0,1039
E92000001,England,nation,2020-03-20,6864,12.1,1095
E92000001,England,nation,2020-03-19,5769,10.2,934
E92000001,England,nation,2020-03-18,4835,8.5,912
E92000001,England,nation,2020-03-17,3923,6.9,683
E92000001,England,nation,2020-03-16,3240,5.7,553
E92000001,England,nation,2020-03-15,2687,4.8,398
E92000001,England,nation,2020-03-14,2289,4.0,315
E92000001,England,nation,2020-03-13,1974,3.5,401
E92000001,England,nation,2020-03-12,1573,2.8,421
E92000001,England,nation,2020-03-11,1152,2.0,357
E92000001,England,nation,2020-03-10,795,1.4,229
E92000001,England,nation,2020-03-09,566,1.0,127
E92000001,England,nation,2020-03-08,439,0.8,50
E92000001,England,nation,2020-03-07,389,0.7,55
E92000001,England,nation,2020-03-06,334,0.6,74
E92000001,England,nation,2020-03-05,260,0.5,46
E92000001,England,nation,2020-03-04,214,0.4,49
E92000001,England,nation,2020-03-03,165,0.3,53
E92000001,England,nation,2020-03-02,112,0.2,40
E92000001,England,nation,2020-03-01,72,0.1,19
E92000001,England,nation,2020-02-29,53,0.1,5
E92000001,England,nation,2020-02-28,48,0.1,11
E92000001,England,nation,2020-02-27,37,0.1,8
E92000001,England,nation,2020-02-26,29,0.1,5
E92000001,England,nation,2020-02-25,24,,4
E92000001,England,nation,2020-02-24,20,,2
E92000001,England,nation,2020-02-23,18,,2
E92000001,England,nation,2020-02-22,16,,0
E92000001,England,nation,2020-02-21,16,,2
E92000001,England,nation,2020-02-20,14,,0
E92000001,England,nation,2020-02-19,14,,0
E92000001,England,nation,2020-02-18,14,,0
E92000001,England,nation,2020-02-17,14,,0
E92000001,England,nation,2020-02-16,14,,0
E92000001,England,nation,2020-02-15,14,,0
E92000001,England,nation,2020-02-14,14,,0
E92000001,England,nation,2020-02-13,14,,0
E92000001,England,nation,2020-02-12,14,,0
E92000001,England,nation,2020-02-11,14,,3
E92000001,England,nation,2020-02-10,11,,1
E92000001,England,nation,2020-02-09,10,,1
E92000001,England,nation,2020-02-08,9,,3
E92000001,England,nation,2020-02-07,6,,0
E92000001,England,nation,2020-02-06,6,,0
E92000001,England,nation,2020-02-05,6,,1
E92000001,England,nation,2020-02-04,5,,0
E92000001,England,nation,2020-02-03,5,,3
E92000001,England,nation,2020-02-02,2,,1
E92000001,England,nation,2020-02-01,1,,0
E92000001,England,nation,2020-01-31,1,,0
E92000001,England,nation,2020-01-30,1,,1
N92000002,Northern Ireland,nation,2022-02-27,623453,32891.0,1634
N92000002,Northern Ireland,nation,2022-02-26,621819,32804.8,1606
N92000002,Northern Ireland,nation,2022-02-25,620213,32720.1,1719
N92000002,Northern Ireland,nation,2022-02-24,618494,32629.4,1886
N92000002,Northern Ireland,nation,2022-02-23,616608,32529.9,2369
N92000002,Northern Ireland,nation,2022-02-22,614239,32404.9,2674
N92000002,Northern Ireland,nation,2022-02-21,611565,32263.9,2860
N92000002,Northern Ireland,nation,2022-02-20,608705,32113.0,2431
N92000002,Northern Ireland,nation,2022-02-19,606274,31984.7,1893
N92000002,Northern Ireland,nation,2022-02-18,604381,31884.9,2094
N92000002,Northern Ireland,nation,2022-02-17,602287,31774.4,2329
N92000002,Northern Ireland,nation,2022-02-16,599958,31651.5,2935
N92000002,Northern Ireland,nation,2022-02-15,597023,31496.7,2886
N92000002,Northern Ireland,nation,2022-02-14,594137,31344.4,3029
N92000002,Northern Ireland,nation,2022-02-13,591108,31184.6,2534
N92000002,Northern Ireland,nation,2022-02-12,588574,31051.0,2230
N92000002,Northern Ireland,nation,2022-02-11,586344,30933.3,2452
N92000002,Northern Ireland,nation,2022-02-10,583892,30804.0,2813
N92000002,Northern Ireland,nation,2022-02-09,581079,30655.5,3458
N92000002,Northern Ireland,nation,2022-02-08,577621,30473.1,3839
N92000002,Northern Ireland,nation,2022-02-07,573782,30270.6,4075
N92000002,Northern Ireland,nation,2022-02-06,569707,30055.6,3196
N92000002,Northern Ireland,nation,2022-02-05,566511,29887.0,2689
N92000002,Northern Ireland,nation,2022-02-04,563822,29745.1,3075
N92000002,Northern Ireland,nation,2022-02-03,560747,29582.9,3663
N92000002,Northern Ireland,nation,2022-02-02,557084,29389.7,4262
N92000002,Northern Ireland,nation,2022-02-01,552822,29164.8,4568
N92000002,Northern Ireland,nation,2022-01-31,548254,28923.8,4971
N92000002,Northern Ireland,nation,2022-01-30,543283,28661.6,4222
N92000002,Northern Ireland,nation,2022-01-29,539061,28438.8,3414
N92000002,Northern Ireland,nation,2022-01-28,535647,28258.7,3607
N92000002,Northern Ireland,nation,2022-01-27,532040,28068.4,3905
N92000002,Northern Ireland,nation,2022-01-26,528135,27862.4,4347
N92000002,Northern Ireland,nation,2022-01-25,523788,27633.1,4849
N92000002,Northern Ireland,nation,2022-01-24,518939,27377.3,5339
N92000002,Northern Ireland,nation,2022-01-23,513600,27095.6,4400
N92000002,Northern Ireland,nation,2022-01-22,509200,26863.5,3268
N92000002,Northern Ireland,nation,2022-01-21,505932,26691.1,3548
N92000002,Northern Ireland,nation,2022-01-20,502384,26503.9,3848
N92000002,Northern Ireland,nation,2022-01-19,498536,26300.9,4037
N92000002,Northern Ireland,nation,2022-01-18,494499,26087.9,4398
N92000002,Northern Ireland,nation,2022-01-17,490101,25855.9,4607
N92000002,Northern Ireland,nation,2022-01-16,485494,25612.8,3620
N92000002,Northern Ireland,nation,2022-01-15,481874,25421.9,2842
N92000002,Northern Ireland,nation,2022-01-14,479032,25271.9,2693
N92000002,Northern Ireland,nation,2022-01-13,476339,25129.9,2891
N92000002,Northern Ireland,nation,2022-01-12,473448,24977.3,3130
N92000002,Northern Ireland,nation,2022-01-11,470318,24812.2,3232
N92000002,Northern Ireland,nation,2022-01-10,467086,24641.7,3615
N92000002,Northern Ireland,nation,2022-01-09,463471,24451.0,2840
N92000002,Northern Ireland,nation,2022-01-08,460631,24301.2,2637
N92000002,Northern Ireland,nation,2022-01-07,457994,24162.0,2709
N92000002,Northern Ireland,nation,2022-01-06,455285,24019.1,3579
N92000002,Northern Ireland,nation,2022-01-05,451706,23830.3,6822
N92000002,Northern Ireland,nation,2022-01-04,444884,23470.4,8470
N92000002,Northern Ireland,nation,2022-01-03,436414,23023.6,7308
N92000002,Northern Ireland,nation,2022-01-02,429106,22638.0,6913
N92000002,Northern Ireland,nation,2022-01-01,422193,22273.3,5385
N92000002,Northern Ireland,nation,2021-12-31,416808,21989.2,7996
N92000002,Northern Ireland,nation,2021-12-30,408812,21567.4,8742
N92000002,Northern Ireland,nation,2021-12-29,400070,21106.2,8977
N92000002,Northern Ireland,nation,2021-12-28,391093,20632.6,8411
N92000002,Northern Ireland,nation,2021-12-27,382682,20188.9,7311
N92000002,Northern Ireland,nation,2021-12-26,375371,19803.2,3519
N92000002,Northern Ireland,nation,2021-12-25,371852,19617.5,2662
N92000002,Northern Ireland,nation,2021-12-24,369190,19477.1,4291
N92000002,Northern Ireland,nation,2021-12-23,364899,19250.7,4319
N92000002,Northern Ireland,nation,2021-12-22,360580,19022.8,4372
N92000002,Northern Ireland,nation,2021-12-21,356208,18792.2,3829
N92000002,Northern Ireland,nation,2021-12-20,352379,18590.2,2710
N92000002,Northern Ireland,nation,2021-12-19,349669,18447.2,2103
N92000002,Northern Ireland,nation,2021-12-18,347566,18336.3,1975
N92000002,Northern Ireland,nation,2021-12-17,345591,18232.1,1837
N92000002,Northern Ireland,nation,2021-12-16,343754,18135.2,2006
N92000002,Northern Ireland,nation,2021-12-15,341748,18029.3,2225
N92000002,Northern Ireland,nation,2021-12-14,339523,17912.0,2206
N92000002,Northern Ireland,nation,2021-12-13,337317,17795.6,1933
N92000002,Northern Ireland,nation,2021-12-12,335384,17693.6,1434
N92000002,Northern Ireland,nation,2021-12-11,333950,17617.9,1441
N92000002,Northern Ireland,nation,2021-12-10,332509,17541.9,1464
N92000002,Northern Ireland,nation,2021-12-09,331045,17464.7,1682
N92000002,Northern Ireland,nation,2021-12-08,329363,17376.0,1886
N92000002,Northern Ireland,nation,2021-12-07,327477,17276.5,1803
N92000002,Northern Ireland,nation,2021-12-06,325674,17181.3,1932
N92000002,Northern Ireland,nation,2021-12-05,323742,17079.4,1528
N92000002,Northern Ireland,nation,2021-12-04,322214,16998.8,1399
N92000002,Northern Ireland,nation,2021-12-03,320815,16925.0,1582
N92000002,Northern Ireland,nation,2021-12-02,319233,16841.5,1890
N92000002,Northern Ireland,nation,2021-12-01,317343,16741.8,1992
N92000002,Northern Ireland,nation,2021-11-30,315351,16636.7,1969
N92000002,Northern Ireland,nation,2021-11-29,313382,16532.9,2018
N92000002,Northern Ireland,nation,2021-11-28,311364,16426.4,1497
N92000002,Northern Ireland,nation,2021-11-27,309867,16347.4,1355
N92000002,Northern Ireland,nation,2021-11-26,308512,16275.9,1425
N92000002,Northern Ireland,nation,2021-11-25,307087,16200.8,1619
N92000002,Northern Ireland,nation,2021-11-24,305468,16115.3,1644
N92000002,Northern Ireland,nation,2021-11-23,303824,16028.6,1774
N92000002,Northern Ireland,nation,2021-11-22,302050,15935.0,1866
N92000002,Northern Ireland,nation,2021-11-21,300184,15836.6,1470
N92000002,Northern Ireland,nation,2021-11-20,298714,15759.0,1415
N92000002,Northern Ireland,nation,2021-11-19,297299,15684.4,1644
N92000002,Northern Ireland,nation,2021-11-18,295655,15597.6,1685
N92000002,Northern Ireland,nation,2021-11-17,293970,15508.8,1748
N92000002,Northern Ireland,nation,2021-11-16,292222,15416.5,1756
N92000002,Northern Ireland,nation,2021-11-15,290466,15323.9,1877
N92000002,Northern Ireland,nation,2021-11-14,288589,15224.9,1472
N92000002,Northern Ireland,nation,2021-11-13,287117,15147.2,1345
N92000002,Northern Ireland,nation,2021-11-12,285772,15076.3,1303
N92000002,Northern Ireland,nation,2021-11-11,284469,15007.5,1483
N92000002,Northern Ireland,nation,2021-11-10,282986,14929.3,1470
N92000002,Northern Ireland,nation,2021-11-09,281516,14851.7,1593
N92000002,Northern Ireland,nation,2021-11-08,279923,14767.7,1511
N92000002,Northern Ireland,nation,2021-11-07,278412,14688.0,1028
N92000002,Northern Ireland,nation,2021-11-06,277384,14633.7,998
N92000002,Northern Ireland,nation,2021-11-05,276386,14581.1,1092
N92000002,Northern Ireland,nation,2021-11-04,275294,14523.5,1187
N92000002,Northern Ireland,nation,2021-11-03,274107,14460.9,1182
N92000002,Northern Ireland,nation,2021-11-02,272925,14398.5,1161
N92000002,Northern Ireland,nation,2021-11-01,271764,14337.2,1250
N92000002,Northern Ireland,nation,2021-10-31,270514,14271.3,961
N92000002,Northern Ireland,nation,2021-10-30,269553,14220.6,960
N92000002,Northern Ireland,nation,2021-10-29,268593,14170.0,1073
N92000002,Northern Ireland,nation,2021-10-28,267520,14113.4,1174
N92000002,Northern Ireland,nation,2021-10-27,266346,14051.4,1242
N92000002,Northern Ireland,nation,2021-10-26,265104,13985.9,1265
N92000002,Northern Ireland,nation,2021-10-25,263839,13919.2,1229
N92000002,Northern Ireland,nation,2021-10-24,262610,13854.3,1052
N92000002,Northern Ireland,nation,2021-10-23,261558,13798.8,1009
N92000002,Northern Ireland,nation,2021-10-22,260549,13745.6,1052
N92000002,Northern Ireland,nation,2021-10-21,259497,13690.1,1138
N92000002,Northern Ireland,nation,2021-10-20,258359,13630.1,1396
N92000002,Northern Ireland,nation,2021-10-19,256963,13556.4,1462
N92000002,Northern Ireland,nation,2021-10-18,255501,13479.3,1450
N92000002,Northern Ireland,nation,2021-10-17,254051,13402.8,1066
N92000002,Northern Ireland,nation,2021-10-16,252985,13346.5,1002
N92000002,Northern Ireland,nation,2021-10-15,251983,13293.7,1096
N92000002,Northern Ireland,nation,2021-10-14,250887,13235.9,1252
N92000002,Northern Ireland,nation,2021-10-13,249635,13169.8,1296
N92000002,Northern Ireland,nation,2021-10-12,248339,13101.4,1405
N92000002,Northern Ireland,nation,2021-10-11,246934,13027.3,1444
N92000002,Northern Ireland,nation,2021-10-10,245490,12951.1,1156
N92000002,Northern Ireland,nation,2021-10-09,244334,12890.1,1007
N92000002,Northern Ireland,nation,2021-10-08,243327,12837.0,1239
N92000002,Northern Ireland,nation,2021-10-07,242088,12771.7,1275
N92000002,Northern Ireland,nation,2021-10-06,240813,12704.4,1277
N92000002,Northern Ireland,nation,2021-10-05,239536,12637.0,1289
N92000002,Northern Ireland,nation,2021-10-04,238247,12569.0,1328
N92000002,Northern Ireland,nation,2021-10-03,236919,12499.0,1044
N92000002,Northern Ireland,nation,2021-10-02,235875,12443.9,898
N92000002,Northern Ireland,nation,2021-10-01,234977,12396.5,916
N92000002,Northern Ireland,nation,2021-09-30,234061,12348.2,1023
N92000002,Northern Ireland,nation,2021-09-29,233038,12294.2,1163
N92000002,Northern Ireland,nation,2021-09-28,231875,12232.9,1116
N92000002,Northern Ireland,nation,2021-09-27,230759,12174.0,1330
N92000002,Northern Ireland,nation,2021-09-26,229429,12103.8,914
N92000002,Northern Ireland,nation,2021-09-25,228515,12055.6,824
N92000002,Northern Ireland,nation,2021-09-24,227691,12012.1,936
N92000002,Northern Ireland,nation,2021-09-23,226755,11962.7,1082
N92000002,Northern Ireland,nation,2021-09-22,225673,11905.7,1104
N92000002,Northern Ireland,nation,2021-09-21,224569,11847.4,1211
N92000002,Northern Ireland,nation,2021-09-20,223358,11783.5,1259
N92000002,Northern Ireland,nation,2021-09-19,222099,11717.1,939
N92000002,Northern Ireland,nation,2021-09-18,221160,11667.6,866
N92000002,Northern Ireland,nation,2021-09-17,220294,11621.9,987
N92000002,Northern Ireland,nation,2021-09-16,219307,11569.8,1064
N92000002,Northern Ireland,nation,2021-09-15,218243,11513.7,1192
N92000002,Northern Ireland,nation,2021-09-14,217051,11450.8,1283
N92000002,Northern Ireland,nation,2021-09-13,215768,11383.1,1377
N92000002,Northern Ireland,nation,2021-09-12,214391,11310.5,920
N92000002,Northern Ireland,nation,2021-09-11,213471,11261.9,1003
N92000002,Northern Ireland,nation,2021-09-10,212468,11209.0,1372
N92000002,Northern Ireland,nation,2021-09-09,211096,11136.6,1655
N92000002,Northern Ireland,nation,2021-09-08,209441,11049.3,1551
N92000002,Northern Ireland,nation,2021-09-07,207890,10967.5,1662
N92000002,Northern Ireland,nation,2021-09-06,206228,10879.8,1757
N92000002,Northern Ireland,nation,2021-09-05,204471,10787.1,1299
N92000002,Northern Ireland,nation,2021-09-04,203172,10718.6,1212
N92000002,Northern Ireland,nation,2021-09-03,201960,10654.7,1376
N92000002,Northern Ireland,nation,2021-09-02,200584,10582.1,1390
N92000002,Northern Ireland,nation,2021-09-01,199194,10508.7,1498
N92000002,Northern Ireland,nation,2021-08-31,197696,10429.7,1594
N92000002,Northern Ireland,nation,2021-08-30,196102,10345.6,1424
N92000002,Northern Ireland,nation,2021-08-29,194678,10270.5,1078
N92000002,Northern Ireland,nation,2021-08-28,193600,10213.6,1166
N92000002,Northern Ireland,nation,2021-08-27,192434,10152.1,1457
N92000002,Northern Ireland,nation,2021-08-26,190977,10075.2,1653
N92000002,Northern Ireland,nation,2021-08-25,189324,9988.0,1712
N92000002,Northern Ireland,nation,2021-08-24,187612,9897.7,1659
N92000002,Northern Ireland,nation,2021-08-23,185953,9810.2,1772
N92000002,Northern Ireland,nation,2021-08-22,184181,9716.7,1284
N92000002,Northern Ireland,nation,2021-08-21,182897,9649.0,1483
N92000002,Northern Ireland,nation,2021-08-20,181414,9570.7,1603
N92000002,Northern Ireland,nation,2021-08-19,179811,9486.2,1818
N92000002,Northern Ireland,nation,2021-08-18,177993,9390.2,1792
N92000002,Northern Ireland,nation,2021-08-17,176201,9295.7,1688
N92000002,Northern Ireland,nation,2021-08-16,174513,9206.7,1698
N92000002,Northern Ireland,nation,2021-08-15,172815,9117.1,1314
N92000002,Northern Ireland,nation,2021-08-14,171501,9047.7,1230
N92000002,Northern Ireland,nation,2021-08-13,170271,8982.9,1327
N92000002,Northern Ireland,nation,2021-08-12,168944,8912.9,1373
N92000002,Northern Ireland,nation,2021-08-11,167571,8840.4,1443
N92000002,Northern Ireland,nation,2021-08-10,166128,8764.3,1428
N92000002,Northern Ireland,nation,2021-08-09,164700,8689.0,1409
N92000002,Northern Ireland,nation,2021-08-08,163291,8614.6,1092
N92000002,Northern Ireland,nation,2021-08-07,162199,8557.0,1057
N92000002,Northern Ireland,nation,2021-08-06,161142,8501.2,1213
N92000002,Northern Ireland,nation,2021-08-05,159929,8437.3,1402
N92000002,Northern Ireland,nation,2021-08-04,158527,8363.3,1340
N92000002,Northern Ireland,nation,2021-08-03,157187,8292.6,1295
N92000002,Northern Ireland,nation,2021-08-02,155892,8224.3,1170
N92000002,Northern Ireland,nation,2021-08-01,154722,8162.6,868
N92000002,Northern Ireland,nation,2021-07-31,153854,8116.8,871
N92000002,Northern Ireland,nation,2021-07-30,152983,8070.8,1016
N92000002,Northern Ireland,nation,2021-07-29,151967,8017.2,1199
N92000002,Northern Ireland,nation,2021-07-28,150768,7954.0,1328
N92000002,Northern Ireland,nation,2021-07-27,149440,7883.9,1417
N92000002,Northern Ireland,nation,2021-07-26,148023,7809.1,1302
N92000002,Northern Ireland,nation,2021-07-25,146721,7740.4,1051
N92000002,Northern Ireland,nation,2021-07-24,145670,7685.0,1036
N92000002,Northern Ireland,nation,2021-07-23,144634,7630.3,1262
N92000002,Northern Ireland,nation,2021-07-22,143372,7563.8,1351
N92000002,Northern Ireland,nation,2021-07-21,142021,7492.5,1488
N92000002,Northern Ireland,nation,2021-07-20,140533,7414.0,1495
N92000002,Northern Ireland,nation,2021-07-19,139038,7335.1,1692
