areaCode,areaName,areaType,date,cumCasesBySpecimenDate,cumCasesBySpecimenDateRate,newCasesBySpecimenDate
E92000001,England,nation,2022-01-23,14321509,25325.3,88489
E92000001,England,nation,2022-01-22,14233020,25168.9,70400
E92000001,England,nation,2022-01-21,14162620,25044.4,78939
E92000001,England,nation,2022-01-20,14083681,24904.8,86855
E92000001,England,nation,2022-01-19,13996826,24751.2,97225
E92000001,England,nation,2022-01-18,13899601,24579.3,103110
E92000001,England,nation,2022-01-17,13796491,24396.9,114623
E92000001,England,nation,2022-01-16,13681868,24194.2,85492
E92000001,England,nation,2022-01-15,13596376,24043.0,67733
E92000001,England,nation,2022-01-14,13528643,23923.3,75073
E92000001,England,nation,2022-01-13,13453570,23790.5,84025
E92000001,England,nation,2022-01-12,13369545,23641.9,89915
E92000001,England,nation,2022-01-11,13279630,23482.9,100903
E92000001,England,nation,2022-01-10,13178727,23304.5,116038
E92000001,England,nation,2022-01-09,13062689,23099.3,82980
E92000001,England,nation,2022-01-08,12979709,22952.6,81154
E92000001,England,nation,2022-01-07,12898555,22809.1,104955
E92000001,England,nation,2022-01-06,12793600,22623.5,150600
E92000001,England,nation,2022-01-05,12643000,22357.2,183581
E92000001,England,nation,2022-01-04,12459419,22032.5,234760
E92000001,England,nation,2022-01-03,12224659,21617.4,193477
E92000001,England,nation,2022-01-02,12031182,21275.2,148478
E92000001,England,nation,2022-01-01,11882704,21012.7,99157
E92000001,England,nation,2021-12-31,11783547,20837.3,152778
E92000001,England,nation,2021-12-30,11630769,20567.2,192598
E92000001,England,nation,2021-12-29,11438171,20226.6,223783
E92000001,England,nation,2021-12-28,11214388,19830.9,170428
E92000001,England,nation,2021-12-27,11043960,19529.5,155376
E92000001,England,nation,2021-12-26,10888584,19254.7,98833
E92000001,England,nation,2021-12-25,10789751,19080.0,59877
E92000001,England,nation,2021-12-24,10729874,18974.1,117481
E92000001,England,nation,2021-12-23,10612393,18766.3,136788
E92000001,England,nation,2021-12-22,10475605,18524.5,137884
E92000001,England,nation,2021-12-21,10337721,18280.6,129514
E92000001,England,nation,2021-12-20,10208207,18051.6,117446
E92000001,England,nation,2021-12-19,10090761,17843.9,78430
E92000001,England,nation,2021-12-18,10012331,17705.2,78854
E92000001,England,nation,2021-12-17,9933477,17565.8,84832
E92000001,England,nation,2021-12-16,9848645,17415.8,93695
E92000001,England,nation,2021-12-15,9754950,17250.1,99533
E92000001,England,nation,2021-12-14,9655417,17074.1,90620
E92000001,England,nation,2021-12-13,9564797,16913.8,76412
E92000001,England,nation,2021-12-12,9488385,16778.7,46292
E92000001,England,nation,2021-12-11,9442093,16696.9,41895
E92000001,England,nation,2021-12-10,9400198,16622.8,44949
E92000001,England,nation,2021-12-09,9355249,16543.3,48800
E92000001,England,nation,2021-12-08,9306449,16457.0,49994
E92000001,England,nation,2021-12-07,9256455,16368.6,48058
E92000001,England,nation,2021-12-06,9208397,16283.6,51037
E92000001,England,nation,2021-12-05,9157360,16193.3,34961
E92000001,England,nation,2021-12-04,9122399,16131.5,33343
E92000001,England,nation,2021-12-03,9089056,16072.6,39172
E92000001,England,nation,2021-12-02,9049884,16003.3,43001
E92000001,England,nation,2021-12-01,9006883,15927.3,47225
E92000001,England,nation,2021-11-30,8959658,15843.7,47593
E92000001,England,nation,2021-11-29,8912065,15759.6,47905
E92000001,England,nation,2021-11-28,8864160,15674.9,33832
E92000001,England,nation,2021-11-27,8830328,15615.0,28440
E92000001,England,nation,2021-11-26,8801888,15564.8,33651
E92000001,England,nation,2021-11-25,8768237,15505.2,37116
E92000001,England,nation,2021-11-24,8731121,15439.6,39860
E92000001,England,nation,2021-11-23,8691261,15369.1,41002
E92000001,England,nation,2021-11-22,8650259,15296.6,42856
E92000001,England,nation,2021-11-21,8607403,15220.8,31749
E92000001,England,nation,2021-11-20,8575654,15164.7,29855
E92000001,England,nation,2021-11-19,8545799,15111.9,33163
E92000001,England,nation,2021-11-18,8512636,15053.3,37083
E92000001,England,nation,2021-11-17,8475553,14987.7,38245
E92000001,England,nation,2021-11-16,8437308,14920.0,38631
E92000001,England,nation,2021-11-15,8398677,14851.7,42458
E92000001,England,nation,2021-11-14,8356219,14776.7,29561
E92000001,England,nation,2021-11-13,8326658,14724.4,27350
E92000001,England,nation,2021-11-12,8299308,14676.0,31322
E92000001,England,nation,2021-11-11,8267986,14620.6,33679
E92000001,England,nation,2021-11-10,8234307,14561.1,35377
E92000001,England,nation,2021-11-09,8198930,14498.5,34668
E92000001,England,nation,2021-11-08,8164262,14437.2,36130
E92000001,England,nation,2021-11-07,8128132,14373.3,25442
E92000001,England,nation,2021-11-06,8102690,14328.3,22575
E92000001,England,nation,2021-11-05,8080115,14288.4,24394
E92000001,England,nation,2021-11-04,8055721,14245.3,27367
E92000001,England,nation,2021-11-03,8028354,14196.9,29375
E92000001,England,nation,2021-11-02,7998979,14144.9,31310
E92000001,England,nation,2021-11-01,7967669,14089.6,37653
E92000001,England,nation,2021-10-31,7930016,14023.0,29544
E92000001,England,nation,2021-10-30,7900472,13970.7,28230
E92000001,England,nation,2021-10-29,7872242,13920.8,33983
E92000001,England,nation,2021-10-28,7838259,13860.7,35059
E92000001,England,nation,2021-10-27,7803200,13798.7,36513
E92000001,England,nation,2021-10-26,7766687,13734.2,35258
E92000001,England,nation,2021-10-25,7731429,13671.8,39938
E92000001,England,nation,2021-10-24,7691491,13601.2,30080
E92000001,England,nation,2021-10-23,7661411,13548.0,29739
E92000001,England,nation,2021-10-22,7631672,13495.4,34497
E92000001,England,nation,2021-10-21,7597175,13434.4,38580
E92000001,England,nation,2021-10-20,7558595,13366.2,43951
E92000001,England,nation,2021-10-19,7514644,13288.5,44607
E92000001,England,nation,2021-10-18,7470037,13209.6,49240
E92000001,England,nation,2021-10-17,7420797,13122.5,37489
E92000001,England,nation,2021-10-16,7383308,13056.2,31631
E92000001,England,nation,2021-10-15,7351677,13000.3,36617
E92000001,England,nation,2021-10-14,7315060,12935.5,39247
E92000001,England,nation,2021-10-13,7275813,12866.1,40538
E92000001,England,nation,2021-10-12,7235275,12794.4,40862
E92000001,England,nation,2021-10-11,7194413,12722.2,43095
E92000001,England,nation,2021-10-10,7151318,12646.0,31487
E92000001,England,nation,2021-10-09,7119831,12590.3,27170
E92000001,England,nation,2021-10-08,7092661,12542.3,29833
E92000001,England,nation,2021-10-07,7062828,12489.5,32154
E92000001,England,nation,2021-10-06,7030674,12432.6,32538
E92000001,England,nation,2021-10-05,6998136,12375.1,32251
E92000001,England,nation,2021-10-04,6965885,12318.1,36469
E92000001,England,nation,2021-10-03,6929416,12253.6,27130
E92000001,England,nation,2021-10-02,6902286,12205.6,21869
E92000001,England,nation,2021-10-01,6880417,12166.9,24126
E92000001,England,nation,2021-09-30,6856291,12124.3,26790
E92000001,England,nation,2021-09-29,6829501,12076.9,28669
E92000001,England,nation,2021-09-28,6800832,12026.2,29619
E92000001,England,nation,2021-09-27,6771213,11973.8,34585
E92000001,England,nation,2021-09-26,6736628,11912.7,26794
E92000001,England,nation,2021-09-25,6709834,11865.3,23381
E92000001,England,nation,2021-09-24,6686453,11823.9,25740
E92000001,England,nation,2021-09-23,6660713,11778.4,28326
E92000001,England,nation,2021-09-22,6632387,11728.3,28781
E92000001,England,nation,2021-09-21,6603606,11677.4,30534
E92000001,England,nation,2021-09-20,6573072,11623.4,32108
E92000001,England,nation,2021-09-19,6540964,11566.7,24787
E92000001,England,nation,2021-09-18,6516177,11522.8,20920
E92000001,England,nation,2021-09-17,6495257,11485.8,22360
E92000001,England,nation,2021-09-16,6472897,11446.3,22157
E92000001,England,nation,2021-09-15,6450740,11407.1,22374
E92000001,England,nation,2021-09-14,6428366,11367.6,22622
E92000001,England,nation,2021-09-13,6405744,11327.5,25192
E92000001,England,nation,2021-09-12,6380552,11283.0,17872
E92000001,England,nation,2021-09-11,6362680,11251.4,16954
E92000001,England,nation,2021-09-10,6345726,11221.4,21017
E92000001,England,nation,2021-09-09,6324709,11184.3,24430
E92000001,England,nation,2021-09-08,6300279,11141.0,25647
E92000001,England,nation,2021-09-07,6274632,11095.7,27927
E92000001,England,nation,2021-09-06,6246705,11046.3,33119
E92000001,England,nation,2021-09-05,6213586,10987.7,23454
E92000001,England,nation,2021-09-04,6190132,10946.3,23402
E92000001,England,nation,2021-09-03,6166730,10904.9,28723
E92000001,England,nation,2021-09-02,6138007,10854.1,30617
E92000001,England,nation,2021-09-01,6107390,10800.0,31583
E92000001,England,nation,2021-08-31,6075807,10744.1,33548
E92000001,England,nation,2021-08-30,6042259,10684.8,24929
E92000001,England,nation,2021-08-29,6017330,10640.7,19127
E92000001,England,nation,2021-08-28,5998203,10606.9,20115
E92000001,England,nation,2021-08-27,5978088,10571.3,24226
E92000001,England,nation,2021-08-26,5953862,10528.5,26462
E92000001,England,nation,2021-08-25,5927400,10481.7,27884
E92000001,England,nation,2021-08-24,5899516,10432.4,28197
E92000001,England,nation,2021-08-23,5871319,10382.5,30322
E92000001,England,nation,2021-08-22,5840997,10328.9,22382
E92000001,England,nation,2021-08-21,5818615,10289.3,22579
E92000001,England,nation,2021-08-20,5796036,10249.4,25540
E92000001,England,nation,2021-08-19,5770496,10204.2,29052
E92000001,England,nation,2021-08-18,5741444,10152.8,31409
E92000001,England,nation,2021-08-17,5710035,10097.3,31064
E92000001,England,nation,2021-08-16,5678971,10042.4,30841
E92000001,England,nation,2021-08-15,5648130,9987.8,21271
E92000001,England,nation,2021-08-14,5626859,9950.2,21334
E92000001,England,nation,2021-08-13,5605525,9912.5,24985
E92000001,England,nation,2021-08-12,5580540,9868.3,27683
E92000001,England,nation,2021-08-11,5552857,9819.4,29130
E92000001,England,nation,2021-08-10,5523727,9767.8,27604
E92000001,England,nation,2021-08-09,5496123,9719.0,28284
E92000001,England,nation,2021-08-08,5467839,9669.0,20151
E92000001,England,nation,2021-08-07,5447688,9633.4,19982
E92000001,England,nation,2021-08-06,5427706,9598.0,24872
E92000001,England,nation,2021-08-05,5402834,9554.1,28125
E92000001,England,nation,2021-08-04,5374709,9504.3,28895
E92000001,England,nation,2021-08-03,5345814,9453.2,27034
E92000001,England,nation,2021-08-02,5318780,9405.4,26572
E92000001,England,nation,2021-08-01,5292208,9358.4,18627
E92000001,England,nation,2021-07-31,5273581,9325.5,18449
E92000001,England,nation,2021-07-30,5255132,9292.9,22105
E92000001,England,nation,2021-07-29,5233027,9253.8,25357
E92000001,England,nation,2021-07-28,5207670,9208.9,26923
E92000001,England,nation,2021-07-27,5180747,9161.3,26021
E92000001,England,nation,2021-07-26,5154726,9115.3,26537
E92000001,England,nation,2021-07-25,5128189,9068.4,19638
E92000001,England,nation,2021-07-24,5108551,9033.7,20271
E92000001,England,nation,2021-07-23,5088280,8997.8,24530
E92000001,England,nation,2021-07-22,5063750,8954.4,27705
E92000001,England,nation,2021-07-21,5036045,8905.5,31661
E92000001,England,nation,2021-07-20,5004384,8849.5,35935
E92000001,England,nation,2021-07-19,4968449,8785.9,43387
E92000001,England,nation,2021-07-18,4925062,8709.2,33162
E92000001,England,nation,2021-07-17,4891900,8650.6,35277
E92000001,England,nation,2021-07-16,4856623,8588.2,51134
E92000001,England,nation,2021-07-15,4805489,8497.7,57577
E92000001,England,nation,2021-07-14,4747912,8395.9,50314
E92000001,England,nation,2021-07-13,4697598,8307.0,43233
E92000001,England,nation,2021-07-12,4654365,8230.5,40470
E92000001,England,nation,2021-07-11,4613895,8158.9,27418
E92000001,England,nation,2021-07-10,4586477,8110.5,25405
E92000001,England,nation,2021-07-09,4561072,8065.5,29044
E92000001,England,nation,2021-07-08,4532028,8014.2,29908
E92000001,England,nation,2021-07-07,4502120,7961.3,34270
E92000001,England,nation,2021-07-06,4467850,7900.7,31607
E92000001,England,nation,2021-07-05,4436243,7844.8,30193
E92000001,England,nation,2021-07-04,4406050,7791.4,21794
E92000001,England,nation,2021-07-03,4384256,7752.9,20661
E92000001,England,nation,2021-07-02,4363595,7716.3,22273
E92000001,England,nation,2021-07-01,4341322,7676.9,24262
E92000001,England,nation,2021-06-30,4317060,7634.0,23943
E92000001,England,nation,2021-06-29,4293117,7591.7,23234
E92000001,England,nation,2021-06-28,4269883,7550.6,23512
E92000001,England,nation,2021-06-27,4246371,7509.0,15407
E92000001,England,nation,2021-06-26,4230964,7481.8,13485
E92000001,England,nation,2021-06-25,4217479,7457.9,14901
E92000001,England,nation,2021-06-24,4202578,7431.6,15081
E92000001,England,nation,2021-06-23,4187497,7404.9,14805
E92000001,England,nation,2021-06-22,4172692,7378.7,13563
E92000001,England,nation,2021-06-21,4159129,7354.8,12705
E92000001,England,nation,2021-06-20,4146424,7332.3,8203
E92000001,England,nation,2021-06-19,4138221,7317.8,7125
E92000001,England,nation,2021-06-18,4131096,7305.2,8773
E92000001,England,nation,2021-06-17,4122323,7289.7,9524
E92000001,England,nation,2021-06-16,4112799,7272.8,9410
E92000001,England,nation,2021-06-15,4103389,7256.2,9147
E92000001,England,nation,2021-06-14,4094242,7240.0,8941
E92000001,England,nation,2021-06-13,4085301,7224.2,6074
E92000001,England,nation,2021-06-12,4079227,7213.5,5422
E92000001,England,nation,2021-06-11,4073805,7203.9,6510
E92000001,England,nation,2021-06-10,4067295,7192.4,6718
E92000001,England,nation,2021-06-09,4060577,7180.5,6918
E92000001,England,nation,2021-06-08,4053659,7168.3,6630
E92000001,England,nation,2021-06-07,4047029,7156.5,6790
E92000001,England,nation,2021-06-06,4040239,7144.5,4729
E92000001,England,nation,2021-06-05,4035510,7136.2,3964
E92000001,England,nation,2021-06-04,4031546,7129.2,4883
E92000001,England,nation,2021-06-03,4026663,7120.5,5127
E92000001,England,nation,2021-06-02,4021536,7111.5,5039
E92000001,England,nation,2021-06-01,4016497,7102.5,4515
E92000001,England,nation,2021-05-31,4011982,7094.6,3170
E92000001,England,nation,2021-05-30,4008812,7089.0,2598
E92000001,England,nation,2021-05-29,4006214,7084.4,2462
E92000001,England,nation,2021-05-28,4003752,7080.0,2929
E92000001,England,nation,2021-05-27,4000823,7074.8,3075
E92000001,England,nation,2021-05-26,3997748,7069.4,3178
E92000001,England,nation,2021-05-25,3994570,7063.8,2797
E92000001,England,nation,2021-05-24,3991773,7058.8,2750
E92000001,England,nation,2021-05-23,3989023,7054.0,1918
E92000001,England,nation,2021-05-22,3987105,7050.6,1606
E92000001,England,nation,2021-05-21,3985499,7047.7,1870
E92000001,England,nation,2021-05-20,3983629,7044.4,2001
E92000001,England,nation,2021-05-19,3981628,7040.9,2260
E92000001,England,nation,2021-05-18,3979368,7036.9,2241
E92000001,England,nation,2021-05-17,3977127,7032.9,2341
E92000001,England,nation,2021-05-16,3974786,7028.8,1586
E92000001,England,nation,2021-05-15,3973200,7026.0,1304
E92000001,England,nation,2021-05-14,3971896,7023.7,1538
E92000001,England,nation,2021-05-13,3970358,7021.0,1737
E92000001,England,nation,2021-05-12,3968621,7017.9,1868
E92000001,England,nation,2021-05-11,3966753,7014.6,1871
E92000001,England,nation,2021-05-10,3964882,7011.3,2324
E92000001,England,nation,2021-05-09,3962558,7007.2,1984
E92000001,England,nation,2021-05-08,3960574,7003.7,1298
E92000001,England,nation,2021-05-07,3959276,7001.4,1656
E92000001,England,nation,2021-05-06,3957620,6998.4,1965
E92000001,England,nation,2021-05-05,3955655,6995.0,2202
E92000001,England,nation,2021-05-04,3953453,6991.1,2197
E92000001,England,nation,2021-05-03,3951256,6987.2,1806
E92000001,England,nation,2021-05-02,3949450,6984.0,1303
E92000001,England,nation,2021-05-01,3948147,6981.7,1209
E92000001,England,nation,2021-04-30,3946938,6979.5,1528
E92000001,England,nation,2021-04-29,3945410,6976.8,1901
E92000001,England,nation,2021-04-28,3943509,6973.5,2152
E92000001,England,nation,2021-04-27,3941357,6969.7,1808
E92000001,England,nation,2021-04-26,3939549,6966.5,2269
E92000001,England,nation,2021-04-25,3937280,6962.5,1896
E92000001,England,nation,2021-04-24,3935384,6959.1,1300
E92000001,England,nation,2021-04-23,3934084,6956.8,1701
E92000001,England,nation,2021-04-22,3932383,6953.8,2032
E92000001,England,nation,2021-04-21,3930351,6950.2,2299
E92000001,England,nation,2021-04-20,3928052,6946.1,2112
E92000001,England,nation,2021-04-19,3925940,6942.4,2268
E92000001,England,nation,2021-04-18,3923672,6938.4,2281
E92000001,England,nation,2021-04-17,3921391,6934.4,1397
E92000001,England,nation,2021-04-16,3919994,6931.9,1963
E92000001,England,nation,2021-04-15,3918031,6928.4,1956
E92000001,England,nation,2021-04-14,3916075,6925.0,2068
E92000001,England,nation,2021-04-13,3914007,6921.3,2061
E92000001,England,nation,2021-04-12,3911946,6917.7,2396
E92000001,England,nation,2021-04-11,3909550,6913.4,2020
E92000001,England,nation,2021-04-10,3907530,6909.9,2008
E92000001,England,nation,2021-04-09,3905522,6906.3,2480
E92000001,England,nation,2021-04-08,3903042,6901.9,2652
E92000001,England,nation,2021-04-07,3900390,6897.2,2752
E92000001,England,nation,2021-04-06,3897638,6892.4,2753
E92000001,England,nation,2021-04-05,3894885,6887.5,2314
E92000001,England,nation,2021-04-04,3892571,6883.4,2041
E92000001,England,nation,2021-04-03,3890530,6879.8,2119
E92000001,England,nation,2021-04-02,3888411,6876.0,2248
E92000001,England,nation,2021-04-01,3886163,6872.1,3069
E92000001,England,nation,2021-03-31,3883094,6866.6,3340
E92000001,England,nation,2021-03-30,3879754,6860.7,3133
E92000001,England,nation,2021-03-29,3876621,6855.2,3422
E92000001,England,nation,2021-03-28,3873199,6849.1,4475
E92000001,England,nation,2021-03-27,3868724,6841.2,3136
E92000001,England,nation,2021-03-26,3865588,6835.7,3803
E92000001,England,nation,2021-03-25,3861785,6829.0,4674
E92000001,England,nation,2021-03-24,3857111,6820.7,5319
E92000001,England,nation,2021-03-23,3851792,6811.3,4563
E92000001,England,nation,2021-03-22,3847229,6803.2,5399
E92000001,England,nation,2021-03-21,3841830,6793.7,4677
E92000001,England,nation,2021-03-20,3837153,6785.4,3513
E92000001,England,nation,2021-03-19,3833640,6779.2,4330
E92000001,England,nation,2021-03-18,3829310,6771.5,4680
E92000001,England,nation,2021-03-17,3824630,6763.3,5046
E92000001,England,nation,2021-03-16,3819584,6754.3,4921
E92000001,England,nation,2021-03-15,3814663,6745.6,5638
E92000001,England,nation,2021-03-14,3809025,6735.7,3707
E92000001,England,nation,2021-03-13,3805318,6729.1,3590
E92000001,England,nation,2021-03-12,3801728,6722.8,4766
E92000001,England,nation,2021-03-11,3796962,6714.3,4849
E92000001,England,nation,2021-03-10,3792113,6705.8,5223
E92000001,England,nation,2021-03-09,3786890,6696.5,5487
E92000001,England,nation,2021-03-08,3781403,6686.8,5818
E92000001,England,nation,2021-03-07,3775585,6676.5,3676
E92000001,England,nation,2021-03-06,3771909,6670.0,3833
E92000001,England,nation,2021-03-05,3768076,6663.2,4727
E92000001,England,nation,2021-03-04,3763349,6654.9,5013
E92000001,England,nation,2021-03-03,3758336,6646.0,5306
E92000001,England,nation,2021-03-02,3753030,6636.6,5951
E92000001,England,nation,2021-03-01,3747079,6626.1,6216
E92000001,England,nation,2021-02-28,3740863,6615.1,4112
E92000001,England,nation,2021-02-27,3736751,6607.9,4255
E92000001,England,nation,2021-02-26,3732496,6600.3,5884
E92000001,England,nation,2021-02-25,3726612,6589.9,6933
E92000001,England,nation,2021-02-24,3719679,6577.7,7621
E92000001,England,nation,2021-02-23,3712058,6564.2,8537
E92000001,England,nation,2021-02-22,3703521,6549.1,10278
E92000001,England,nation,2021-02-21,3693243,6530.9,7034
E92000001,England,nation,2021-02-20,3686209,6518.5,7161
E92000001,England,nation,2021-02-19,3679048,6505.8,9247
E92000001,England,nation,2021-02-18,3669801,6489.5,10303
E92000001,England,nation,2021-02-17,3659498,6471.2,10424
E92000001,England,nation,2021-02-16,3649074,6452.8,11269
E92000001,England,nation,2021-02-15,3637805,6432.9,12954
E92000001,England,nation,2021-02-14,3624851,6410.0,7779
E92000001,England,nation,2021-02-13,3617072,6396.2,8022
E92000001,England,nation,2021-02-12,3609050,6382.0,10987
E92000001,England,nation,2021-02-11,3598063,6362.6,11640
E92000001,England,nation,2021-02-10,3586423,6342.0,12269
E92000001,England,nation,2021-02-09,3574154,6320.3,12697
E92000001,England,nation,2021-02-08,3561457,6297.9,14368
E92000001,England,nation,2021-02-07,3547089,6272.5,10460
E92000001,England,nation,2021-02-06,3536629,6254.0,10957
E92000001,England,nation,2021-02-05,3525672,6234.6,14460
E92000001,England,nation,2021-02-04,3511212,6209.0,16717
E92000001,England,nation,2021-02-03,3494495,6179.5,17951
E92000001,England,nation,2021-02-02,3476544,6147.7,18199
E92000001,England,nation,2021-02-01,3458345,6115.5,20767
E92000001,England,nation,2021-01-31,3437578,6078.8,14139
E92000001,England,nation,2021-01-30,3423439,6053.8,15522
E92000001,England,nation,2021-01-29,3407917,6026.4,20365
E92000001,England,nation,2021-01-28,3387552,5990.4,22519
E92000001,England,nation,2021-01-27,3365033,5950.5,23897
E92000001,England,nation,2021-01-26,3341136,5908.3,25208
E92000001,England,nation,2021-01-25,3315928,5863.7,27973
E92000001,England,nation,2021-01-24,3287955,5814.2,15881
E92000001,England,nation,2021-01-23,3272074,5786.1,20424
E92000001,England,nation,2021-01-22,3251650,5750.0,27742
E92000001,England,nation,2021-01-21,3223908,5701.0,29634
E92000001,England,nation,2021-01-20,3194274,5648.6,32680
E92000001,England,nation,2021-01-19,3161594,5590.8,37057
E92000001,England,nation,2021-01-18,3124537,5525.3,41940
E92000001,England,nation,2021-01-17,3082597,5451.1,26976
E92000001,England,nation,2021-01-16,3055621,5403.4,28413
E92000001,England,nation,2021-01-15,3027208,5353.1,37882
E92000001,England,nation,2021-01-14,2989326,5286.2,39656
E92000001,England,nation,2021-01-13,2949670,5216.0,42302
E92000001,England,nation,2021-01-12,2907368,5141.2,45967
E92000001,England,nation,2021-01-11,2861401,5059.9,53520
E92000001,England,nation,2021-01-10,2807881,4965.3,33747
E92000001,England,nation,2021-01-09,2774134,4905.6,36420
E92000001,England,nation,2021-01-08,2737714,4841.2,43496
E92000001,England,nation,2021-01-07,2694218,4764.3,48133
E92000001,England,nation,2021-01-06,2646085,4679.2,52753
E92000001,England,nation,2021-01-05,2593332,4585.9,59597
E92000001,England,nation,2021-01-04,2533735,4480.5,70924
E92000001,England,nation,2021-01-03,2462811,4355.1,50668
E92000001,England,nation,2021-01-02,2412143,4265.5,55430
E92000001,England,nation,2021-01-01,2356713,4167.5,28882
E92000001,England,nation,2020-12-31,2327831,4116.4,47826
E92000001,England,nation,2020-12-30,2280005,4031.8,64241
E92000001,England,nation,2020-12-29,2215764,3918.2,74060
E92000001,England,nation,2020-12-28,2141704,3787.3,40847
E92000001,England,nation,2020-12-27,2100857,3715.0,43254
E92000001,England,nation,2020-12-26,2057603,3638.5,37461
E92000001,England,nation,2020-12-25,2020142,3572.3,12927
E92000001,England,nation,2020-12-24,2007215,3549.4,29289
E92000001,England,nation,2020-12-23,1977926,3497.7,38385
E92000001,England,nation,2020-12-22,1939541,3429.8,41745
E92000001,England,nation,2020-12-21,1897796,3356.0,43446
E92000001,England,nation,2020-12-20,1854350,3279.1,29560
E92000001,England,nation,2020-12-19,1824790,3226.9,22195
E92000001,England,nation,2020-12-18,1802595,3187.6,32428
E92000001,England,nation,2020-12-17,1770167,3130.3,30158
E92000001,England,nation,2020-12-16,1740009,3076.9,30656
E92000001,England,nation,2020-12-15,1709353,3022.7,29660
E92000001,England,nation,2020-12-14,1679693,2970.3,30020
E92000001,England,nation,2020-12-13,1649673,2917.2,18410
E92000001,England,nation,2020-12-12,1631263,2884.6,16276
E92000001,England,nation,2020-12-11,1614987,2855.8,20183
E92000001,England,nation,2020-12-10,1594804,2820.2,18853
E92000001,England,nation,2020-12-09,1575951,2786.8,17745
E92000001,England,nation,2020-12-08,1558206,2755.4,16940
E92000001,England,nation,2020-12-07,1541266,2725.5,17663
E92000001,England,nation,2020-12-06,1523603,2694.3,11045
E92000001,England,nation,2020-12-05,1512558,2674.7,10314
E92000001,England,nation,2020-12-04,1502244,2656.5,13064
E92000001,England,nation,2020-12-03,1489180,2633.4,12759
E92000001,England,nation,2020-12-02,1476421,2610.8,13663
E92000001,England,nation,2020-12-01,1462758,2586.7,13735
E92000001,England,nation,2020-11-30,1449023,2562.4,15233
E92000001,England,nation,2020-11-29,1433790,2535.4,9069
E92000001,England,nation,2020-11-28,1424721,2519.4,9359
E92000001,England,nation,2020-11-27,1415362,2502.8,12459
E92000001,England,nation,2020-11-26,1402903,2480.8,12453
E92000001,England,nation,2020-11-25,1390450,2458.8,14154
E92000001,England,nation,2020-11-24,1376296,2433.8,14264
E92000001,England,nation,2020-11-23,1362032,2408.5,16468
E92000001,England,nation,2020-11-22,1345564,2379.4,10221
E92000001,England,nation,2020-11-21,1335343,2361.3,10812
E92000001,England,nation,2020-11-20,1324531,2342.2,14968
E92000001,England,nation,2020-11-19,1309563,2315.8,15793
E92000001,England,nation,2020-11-18,1293770,2287.8,18550
E92000001,England,nation,2020-11-17,1275220,2255.0,20676
E92000001,England,nation,2020-11-16,1254544,2218.5,24132
E92000001,England,nation,2020-11-15,1230412,2175.8,14422
E92000001,England,nation,2020-11-14,1215990,2150.3,16293
E92000001,England,nation,2020-11-13,1199697,2121.5,22008
E92000001,England,nation,2020-11-12,1177689,2082.6,22312
E92000001,England,nation,2020-11-11,1155377,2043.1,25063
E92000001,England,nation,2020-11-10,1130314,1998.8,24835
E92000001,England,nation,2020-11-09,1105479,1954.9,28568
E92000001,England,nation,2020-11-08,1076911,1904.3,18281
E92000001,England,nation,2020-11-07,1058630,1872.0,16893
E92000001,England,nation,2020-11-06,1041737,1842.1,21173
E92000001,England,nation,2020-11-05,1020564,1804.7,21198
E92000001,England,nation,2020-11-04,999366,1767.2,21049
E92000001,England,nation,2020-11-03,978317,1730.0,22686
E92000001,England,nation,2020-11-02,955631,1689.9,28386
E92000001,England,nation,2020-11-01,927245,1639.7,13615
E92000001,England,nation,2020-10-31,913630,1615.6,14573
E92000001,England,nation,2020-10-30,899057,1589.8,19900
E92000001,England,nation,2020-10-29,879157,1554.7,20259
E92000001,England,nation,2020-10-28,858898,1518.8,20546
E92000001,England,nation,2020-10-27,838352,1482.5,20763
E92000001,England,nation,2020-10-26,817589,1445.8,23033
E92000001,England,nation,2020-10-25,794556,1405.0,13354
E92000001,England,nation,2020-10-24,781202,1381.4,13711
E92000001,England,nation,2020-10-23,767491,1357.2,18358
E92000001,England,nation,2020-10-22,749133,1324.7,19863
E92000001,England,nation,2020-10-21,729270,1289.6,21758
E92000001,England,nation,2020-10-20,707512,1251.1,21628
E92000001,England,nation,2020-10-19,685884,1212.9,22368
E92000001,England,nation,2020-10-18,663516,1173.3,11996
E92000001,England,nation,2020-10-17,651520,1152.1,12493
E92000001,England,nation,2020-10-16,639027,1130.0,14761
E92000001,England,nation,2020-10-15,624266,1103.9,15425
E92000001,England,nation,2020-10-14,608841,1076.6,16644
E92000001,England,nation,2020-10-13,592197,1047.2,15663
E92000001,England,nation,2020-10-12,576534,1019.5,16438
E92000001,England,nation,2020-10-11,560096,990.4,9792
E92000001,England,nation,2020-10-10,550304,973.1,10306
E92000001,England,nation,2020-10-09,539998,954.9,13168
E92000001,England,nation,2020-10-08,526830,931.6,15454
E92000001,England,nation,2020-10-07,511376,904.3,15420
E92000001,England,nation,2020-10-06,495956,877.0,14458
E92000001,England,nation,2020-10-05,481498,851.5,14219
E92000001,England,nation,2020-10-04,467279,826.3,9966
E92000001,England,nation,2020-10-03,457313,808.7,9820
E92000001,England,nation,2020-10-02,447493,791.3,11719
E92000001,England,nation,2020-10-01,435774,770.6,11445
E92000001,England,nation,2020-09-30,424329,750.4,10663
E92000001,England,nation,2020-09-29,413666,731.5,8833
